,Name,Platform,Genre,Global_Sales
82,inFAMOUS,PS3,Action,2.99
6272,The Sims: Livin Large,PC,Misc,2.99
83,Devil May Cry,PS2,Action,2.99
16558,World Soccer Winning Eleven 6 International,PS2,Sports,2.99
13803,Far Cry 3,X360,Shooter,2.98
11978,Star Wars: The Old Republic,PC,Role-Playing,2.97
13804,Battlefield: Bad Company 2,PS3,Shooter,2.96
8621,Sonic Heroes,PS2,Platform,2.96
84,Hitman 2: Silent Assassin,PS2,Action,2.96
5306,Street Fighter IV,X360,Fighting,2.95
5307,WWE SmackDown! vs. RAW 2006,PS2,Fighting,2.94
9668,Pac-Man Collection,GBA,Puzzle,2.94
10456,Wave Race 64,N64,Racing,2.94
13805,SOCOM II: U.S. Navy SEALs,PS2,Shooter,2.94
16559,Madden NFL 13,X360,Sports,2.93
10457,Gran Turismo,PSP,Racing,2.93
8622,Kirby Super Star Ultra,DS,Platform,2.92
9669,Yoshi,GB,Puzzle,2.92
13806,Doom (2016),PS4,Shooter,2.92
11979,Mass Effect,X360,Role-Playing,2.91
16560,FIFA 15,X360,Sports,2.91
8623,Yoshi's Island: Super Mario Advance 3,GBA,Platform,2.91
5308,Mortal Kombat (2011),PS3,Fighting,2.9
6273,Sonic Mega Collection Plus,PS2,Misc,2.9
16561,World Soccer Winning Eleven 7 International,PS2,Sports,2.9
16563,Hot Shots Golf 3,PS2,Sports,2.89
16562,Sega Superstars Tennis,X360,Sports,2.89
15328,Cooking Mama: Cook Off,Wii,Simulation,2.89
9670,WarioWare: Smooth Moves,Wii,Puzzle,2.89
13807,Call of Duty: Finest Hour,PS2,Shooter,2.89
13808,Syphon Filter,PS,Shooter,2.88
3017,Mafia III,PS4,Action-Adventure,2.87
15329,Imagine: Babyz,DS,Simulation,2.87
10458,Colin McRae Rally,PS,Racing,2.87
11980,The Elder Scrolls III: Morrowind,XB,Role-Playing,2.86
85,Assassin's Creed: Brotherhood,PS3,Action,2.85
19162,Command & Conquer: Red Alert,PC,Strategy,2.85
10459,F-Zero,SNES,Racing,2.85
8624,Yoshi's Story,N64,Platform,2.85
13809,BioShock,X360,Shooter,2.83
5309,WWE SmackDown! vs. Raw,PS2,Fighting,2.83
16565,Madden NFL 10,X360,Sports,2.83
16564,Zumba Fitness 2,Wii,Sports,2.83
10460,Gran Turismo (PSP),PSN,Racing,2.82
13811,Medal of Honor,PS3,Shooter,2.82
13810,Metroid Prime,GC,Shooter,2.82
11981,Diablo III: Ultimate Evil Edition,PS4,Role-Playing,2.82
11982,Monster Hunter 3G,3DS,Role-Playing,2.82
8625,Finding Nemo,GBA,Platform,2.82
10461,Need for Speed: Hot Pursuit,PS3,Racing,2.81
13812,Killzone 3,PS3,Shooter,2.81
3319,Myst,PC,Adventure,2.81
15330,Imagine: Fashion Designer,DS,Simulation,2.81
5310,WWE SmackDown! Here Comes the Pain,PS2,Fighting,2.8
5312,Mortal Kombat Trilogy,PS,Fighting,2.79
86,Skylanders: Spyro's Adventure,Wii,Action,2.79
5311,WWF SmackDown! Just Bring It,PS2,Fighting,2.79
16567,NBA Street,PS2,Sports,2.79
16566,Hot Shots Golf,PS,Sports,2.79
8626,A Bug's Life,PS,Platform,2.79
11983,Dragon Quest V: Tenkuu no Hanayome,SNES,Role-Playing,2.79
8628,Ratchet & Clank: Going Commando,PS2,Platform,2.78
8627,Jak II,PS2,Platform,2.78
88,Saints Row: The Third,X360,Action,2.77
87,Star Wars: The Force Unleashed,X360,Action,2.77
8629,Yoshi's Island DS,DS,Platform,2.77
5313,Tekken 6,PS3,Fighting,2.77
15331,The Sims,PS2,Simulation,2.77
13814,Battlefield 3,PC,Shooter,2.76
13813,Missile Command,2600,Shooter,2.76
6274,Mario Paint,SNES,Misc,2.75
8630,Sonic and the Secret Rings,Wii,Platform,2.75
10462,Need for Speed: Most Wanted (2012),PS3,Racing,2.74
3018,Far Cry: Primal,PS4,Action-Adventure,2.73
3321,Metroid,NES,Adventure,2.73
19163,Pokemon Stadium 2,N64,Strategy,2.73
3320,L.A. Noire,X360,Adventure,2.73
10463,Need for Speed (2015),PS4,Racing,2.72
13815,Overwatch,XOne,Shooter,2.72
13816,Tom Clancy's Rainbow Six: Siege,XOne,Shooter,2.71
16568,Madden NFL 13,PS3,Sports,2.71
16569,Skate 3,X360,Sports,2.71
6275,Mario Party,N64,Misc,2.7
13817,Call of Duty 3,X360,Shooter,2.7
89,Onimusha: Warlords,PS2,Action,2.7
16570,Madden NFL 12,X360,Sports,2.7
3322,The Legend of Zelda: A Link to the Past,GBA,Adventure,2.7
90,LEGO Star Wars II: The Original Trilogy,PS2,Action,2.69
16571,Madden NFL 11,X360,Sports,2.69
9671,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Puzzle,2.68
10464,Burnout 3: Takedown,PS2,Racing,2.68
3323,Professor Layton and the Last Specter,DS,Adventure,2.68
5314,Mortal Kombat,GEN,Fighting,2.67
19164,Halo Wars,X360,Strategy,2.67
13818,Call of Duty 2: Big Red One,PS2,Shooter,2.67
13819,Medal of Honor,PS,Shooter,2.67
11984,Fable,XB,Role-Playing,2.66
6276,Guitar Hero: World Tour,X360,Misc,2.66
13820,Medal of Honor Heroes,PSP,Shooter,2.66
5315,WWE SmackDown! Shut Your Mouth,PS2,Fighting,2.66
11985,Final Fantasy XIII-2,PS3,Role-Playing,2.66
91,Hannah Montana,DS,Action,2.65
8631,Super Mario Bros. 2 (FDS),NES,Platform,2.65
92,Tom Clancy's Splinter Cell,PS2,Action,2.65
93,Star Wars: Shadows of the Empire,N64,Action,2.65
10465,Need for Speed: Shift,PS3,Racing,2.65
13821,Medal of Honor,X360,Shooter,2.64
16572,NBA 2K12,X360,Sports,2.64
16573,NBA 2K13,PS3,Sports,2.63
10466,Midnight Club: Street Racing,PS2,Racing,2.63
16574,NBA 2K19,PS4,Sports,2.63
5316,Tekken: Dark Resurrection,PSP,Fighting,2.62
16575,ESPN NFL 2K5,PS2,Sports,2.62
16576,Madden NFL 18,PS4,Sports,2.62
16577,FIFA Soccer 10,X360,Sports,2.62
8632,Super Mario All-Stars: Limited Edition,Wii,Platform,2.62
3324,Harry Potter and the Chamber of Secrets,PS2,Adventure,2.61
8633,LittleBigPlanet,PSP,Platform,2.61
95,Streets of Rage,GEN,Action,2.6
3325,Grand Theft Auto: Episodes from Liberty City,X360,Adventure,2.6
94,God of War Collection,PS3,Action,2.6
96,LEGO Star Wars: The Complete Saga,X360,Action,2.59
19165,Mario + Rabbids: Kingdom Battle,NS,Strategy,2.59
13822,Tom Clancy's The Division,XOne,Shooter,2.59
16580,NBA Live 2005,PS2,Sports,2.59
16578,FIFA Soccer 09,PS3,Sports,2.59
16579,Mario Strikers Charged,Wii,Sports,2.59
5317,WWE SmackDown vs. RAW 2007,PS2,Fighting,2.58
15332,Style Savvy,DS,Simulation,2.58
11986,Monster Hunter Freedom 2,PSP,Role-Playing,2.58
6277,Skylanders Giants,Wii,Misc,2.58
16581,Madden NFL 08,PS2,Sports,2.57
16582,NBA 2K14,X360,Sports,2.57
8635,Ratchet & Clank Future: Tools of Destruction,PS3,Platform,2.57
8634,Ratchet & Clank: Up Your Arsenal,PS2,Platform,2.57
8636,Sonic Adventure 2 Battle,GC,Platform,2.56
16583,Hot Shots Golf,PS,Sports,2.56
11987,Dragon Age: Origins,X360,Role-Playing,2.56
11988,Dragon Quest II,NES,Role-Playing,2.56
11989,Yokai Watch,3DS,Role-Playing,2.55
16584,FIFA 16,PS3,Sports,2.55
16585,Madden NFL 09,X360,Sports,2.54
11990,Pokemon Colosseum,GC,Role-Playing,2.54
13823,Space Invaders,2600,Shooter,2.53
13824,Perfect Dark,N64,Shooter,2.52
10467,Crazy Taxi,PS2,Racing,2.52
6278,Art Academy,DS,Misc,2.52
11991,Dragon Warrior,NES,Role-Playing,2.52
97,Tomb Raider (2013),PS3,Action,2.51
16586,Deca Sports,Wii,Sports,2.5
3019,The Legend of Zelda: Majora's Mask 3D,3DS,Action-Adventure,2.5
6279,Mario Party 2,N64,Misc,2.5
11992,Marvel: Ultimate Alliance,X360,Role-Playing,2.5
10468,Midnight Club: Los Angeles,PS3,Racing,2.5
16587,PES 2009: Pro Evolution Soccer,PS2,Sports,2.5
16588,NBA 2K15,PS4,Sports,2.49
98,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,2.49
5318,Mortal Kombat: Deadly Alliance,PS2,Fighting,2.49
6280,Game Party,Wii,Misc,2.49
99,Saints Row: The Third,PS3,Action,2.48
100,Tomb Raider: The Last Revelation,PS,Action,2.48
10469,Pure,X360,Racing,2.47
101,Assassin's Creed Origins,XOne,Action,2.47
13825,Resistance 2,PS3,Shooter,2.47
6283,Minecraft,PSV,Misc,2.47
6282,Rock Band,X360,Misc,2.47
6281,Mario Party 4,GC,Misc,2.47
16589,Madden NFL 16,XOne,Sports,2.47
8530,1-2-Switch,NS,Party,2.46
3326,LEGO Harry Potter: Years 1-4,Wii,Adventure,2.45
11993,Final Fantasy Tactics,PS,Role-Playing,2.45
11994,Final Fantasy V,SNES,Role-Playing,2.45
102,Dying Light,PS4,Action,2.45
11995,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,3DS,Role-Playing,2.44
6284,uDraw Studio,Wii,Misc,2.44
16590,Madden NFL 17,XOne,Sports,2.44
10470,Twisted Metal 2,PS,Racing,2.44
3327,Riven: The Sequel to Myst,PC,Adventure,2.43
15333,The Sims: Bustin' Out,PS2,Simulation,2.43
11996,Dark Souls III,PS4,Role-Playing,2.42
10471,Need for Speed Carbon: Own the City,PSP,Racing,2.42
13826,Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,2.42
8637,Sonic Adventure,DC,Platform,2.42
103,New Super Luigi U,WiiU,Action,2.42
16591,Ice Hockey,NES,Sports,2.42
16592,Pro Evolution Soccer 2011,PS3,Sports,2.41
10472,ATV Offroad Fury,PS2,Racing,2.41
11997,Paper Mario: Sticker Star,3DS,Role-Playing,2.41
10473,Need for Speed: ProStreet,PS2,Racing,2.41
5319,Dragon Ball Z: Budokai 2,PS2,Fighting,2.41
16593,NBA 2K16,XOne,Sports,2.41
104,Dino Crisis,PS,Action,2.41
13827,Halo: Combat Evolved Anniversary,X360,Shooter,2.41
3020,Kinect: Disneyland Adventures,X360,Action-Adventure,2.41
10474,Forza Motorsport 5,XOne,Racing,2.4
3021,Batman: Arkham Origins,PS3,Action-Adventure,2.4
9672,Tetris Plus,PS,Puzzle,2.4
5320,Pro Wrestling,NES,Fighting,2.4
10475,Midnight Club: Los Angeles,X360,Racing,2.4
105,God of War: Ascension,PS3,Action,2.4
19166,Theme Hospital,PC,Strategy,2.4
8531,Mario Party: Island Tour,3DS,Party,2.4
16594,Madden NFL 11,PS3,Sports,2.4
6285,Monopoly,PC,Misc,2.39
3328,Frogger's Adventures: Temple of the Frog,GBA,Adventure,2.39
16595,Zumba Fitness,X360,Sports,2.39
5321,Mortal Kombat II (US & Others sales),GEN,Fighting,2.39
5322,WCW/nWo Revenge,N64,Fighting,2.38
6287,Yu-Gi-Oh! The Duelists of the Roses,PS2,Misc,2.38
8638,Ratchet & Clank (2016),PS4,Platform,2.38
106,Dead Island,X360,Action,2.38
6286,Guitar Hero,PS2,Misc,2.38
108,Uncharted: The Lost Legacy,PS4,Action,2.37
13828,Half-Life 2,PC,Shooter,2.37
107,The Incredibles,PS2,Action,2.37
16598,Madden NFL 10,PS3,Sports,2.37
16596,Madden NFL 08,X360,Sports,2.37
11998,Guild Wars 2,PC,Role-Playing,2.37
16597,Tony Hawk's Underground 2,PS2,Sports,2.37
10476,Driveclub,PS4,Racing,2.37
6288,Sonic's Ultimate Genesis Collection,PS3,Misc,2.36
8639,Kirby's Dream Land 2,GB,Platform,2.36
8640,Donkey Kong Land 2,GB,Platform,2.35
13829,Destiny 2,XOne,Shooter,2.35
11999,Dragon Quest Monsters,GB,Role-Playing,2.35
3329,LEGO Indiana Jones: The Original Adventures,Wii,Adventure,2.35
109,Lego Marvel Super Heroes,X360,Action,2.34
110,Resident Evil - Code: Veronica X,PS2,Action,2.34
5323,WWE SmackDown vs Raw 2008,PS2,Fighting,2.34
12000,Dragon Age: Inquisition,PS4,Role-Playing,2.34
12001,Mario & Luigi: Dream Team,3DS,Role-Playing,2.33
16600,Madden NFL 25,X360,Sports,2.33
16599,Kinect Sports: Season Two,X360,Sports,2.33
16601,My Fitness Coach,Wii,Sports,2.32
111,Assassin's Creed IV: Black Flag,XOne,Action,2.32
16602,Mario Tennis,N64,Sports,2.32
112,Grand Theft Auto,PS,Action,2.32
12002,Chrono Trigger,SNES,Role-Playing,2.31
113,LEGO Star Wars: The Complete Saga,PS3,Action,2.31
13830,James Bond 007: Everything or Nothing,PS2,Shooter,2.31
16603,Cool Boarders 3,PS,Sports,2.31
15334,The Sims 3,X360,Simulation,2.31
10477,Need for Speed: High Stakes,PS,Racing,2.31
9673,WarioWare Touched!,DS,Puzzle,2.3
114,Dead Island,PS3,Action,2.29
3330,LEGO Harry Potter: Years 1-4,DS,Adventure,2.29
3331,Tomb Raider II,PC,Adventure,2.29
16605,FIFA Soccer 09,PS2,Sports,2.28
16604,Pro Evolution Soccer 2010,PS3,Sports,2.28
10479,TOCA Championship Racing,PS,Racing,2.28
10478,Need for Speed Underground 2,XB,Racing,2.28
12003,Pokemon Ranger: Shadows of Almia,DS,Role-Playing,2.28
8641,Mario Bros.,NES,Platform,2.28
13831,Star Wars Battlefront II (US sales),PS2,Shooter,2.27
13832,Borderlands 2,PS3,Shooter,2.27
8642,Kirby: Nightmare in Dream Land,GBA,Platform,2.27
16606,Madden NFL 12,PS3,Sports,2.27
3022,No Man's Sky,PS4,Action-Adventure,2.26
8643,Wario Land 4,GBA,Platform,2.26
16607,Cool Boarders 2,PS,Sports,2.25
3332,Onimusha 2: Samurai's Destiny,PS2,Adventure,2.25
6290,Just Dance Kids,Wii,Misc,2.25
6289,Guitar Hero III: Legends of Rock,PS3,Misc,2.25
16608,Madden NFL 15,PS4,Sports,2.25
12004,Paper Mario: The Thousand-Year Door,GC,Role-Playing,2.25
13833,Call of Duty 3,Wii,Shooter,2.24
8644,Sonic Advance,GBA,Platform,2.24
6291,Super Monkey Ball: Banana Blitz,Wii,Misc,2.24
5324,Dissidia: Final Fantasy,PSP,Fighting,2.24
8645,Spyro: Season of Ice,GBA,Platform,2.23
15335,Dance Dance Revolution X2,PS2,Simulation,2.23
115,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,2.23
12005,Monster Hunter Tri,Wii,Role-Playing,2.23
16609,FIFA 19,XOne,Sports,2.22
3333,Prince of Persia: The Sands of Time,PS2,Adventure,2.22
3334,The Legend of Zelda: Link's Awakening DX,GBC,Adventure,2.22
8646,Classic NES Series: Super Mario Bros.,GBA,Platform,2.22
13834,Battlefield V,PS4,Shooter,2.22
16610,NBA 2K14,PS3,Sports,2.22
116,Star Wars: The Force Unleashed,PS3,Action,2.22
16611,Madden NFL 19,PS4,Sports,2.21
117,Devil May Cry 3: Dante's Awakening Special Edition,PS2,Action,2.21
6292,Guitar Hero II,X360,Misc,2.21
10480,Need for Speed: Hot Pursuit,X360,Racing,2.2
8647,Wario Land 3,GB,Platform,2.2
118,Frogger,2600,Action,2.2
16612,R.B.I. Baseball,NES,Sports,2.2
6293,Rock Band 2,X360,Misc,2.2
9674,High School Musical: Makin' the Cut!,DS,Puzzle,2.2
13835,BioShock 2,X360,Shooter,2.2
3335,LEGO Indiana Jones: The Original Adventures,DS,Adventure,2.2
16614,Pro Evolution Soccer 2012,PS3,Sports,2.19
8649,Donkey Kong Country,GBC,Platform,2.19
8648,Skylanders SWAP Force,Wii,Platform,2.19
12006,Final Fantasy XIII,X360,Role-Playing,2.19
12007,Star Wars: Knights of the Old Republic,XB,Role-Playing,2.19
16613,FIFA 15,XOne,Sports,2.19
6294,Kirby's Pinball Land,GB,Misc,2.19
119,Saints Row,X360,Action,2.18
12008,Yu-Gi-Oh: Duel Monsters 4,GB,Role-Playing,2.18
10481,Need for Speed: Payback,PS4,Racing,2.18
10482,ATV Offroad Fury 2,PS2,Racing,2.18
13836,Destiny: The Taken King,PS4,Shooter,2.18
10483,Need for Speed Rivals,PS4,Racing,2.17
16615,Tennis,NES,Sports,2.17
9675,Scribblenauts,DS,Puzzle,2.17
12009,Mario & Luigi: Superstar Saga,GBA,Role-Playing,2.17
13837,PlayerUnknown's Battlegrounds,XOne,Shooter,2.17
8650,Spyro Reignited Trilogy,PS4,Platform,2.17
15336,Star Wars: Rogue Squadron,N64,Simulation,2.17
6295,PlayStation VR Worlds,PS4,Misc,2.16
16616,Your Shape featuring Jenny McCarthy,Wii,Sports,2.16
15337,The Sims: House Party,PC,Simulation,2.16
8651,Sonic Unleashed,Wii,Platform,2.16
13838,Syphon Filter 2,PS,Shooter,2.15
16617,Volleyball,NES,Sports,2.15
12010,Pokemon Ranger,DS,Role-Playing,2.15
13839,Battlefield: Hardline,PS4,Shooter,2.15
12011,Super Mario RPG: Legend of the Seven Stars,SNES,Role-Playing,2.14
15338,SimCity 2000,PC,Simulation,2.14
13840,Call of Duty: Roads to Victory,PSP,Shooter,2.14
6296,Mahjong,NES,Misc,2.14
16618,NBA 2K12,PS3,Sports,2.13
120,Final Fantasy Tactics Advance,GBA,Action,2.13
13841,Demon Attack,2600,Shooter,2.13
8652,Donkey Kong Country Returns 3D,3DS,Platform,2.13
15339,Dance Dance Revolution Extreme,PS2,Simulation,2.13
13842,Borderlands,PS3,Shooter,2.12
16619,Golf,GB,Sports,2.12
5325,Mortal Kombat (2011),X360,Fighting,2.12
10484,Project Gotham Racing,XB,Racing,2.12
16622,PES 2009: Pro Evolution Soccer,PS3,Sports,2.11
16620,NBA 2K11,X360,Sports,2.11
10485,Need for Speed: Hot Pursuit 2,PS2,Racing,2.11
9676,Tetris DS,DS,Puzzle,2.11
16621,Tony Hawk's Pro Skater,N64,Sports,2.11
121,Dynasty Warriors 4,PS2,Action,2.11
12012,Parasite Eve,PS,Role-Playing,2.1
8653,Scooby-Doo! Night of 100 Frights,PS2,Platform,2.1
12013,Fire Emblem: Awakening,3DS,Role-Playing,2.1
10486,Need for Speed: Most Wanted 5-1-0,PSP,Racing,2.09
16624,Madden NFL 15,X360,Sports,2.09
16623,Derby Stallion,PS,Sports,2.09
8334,World of Warcraft: Cataclysm,PC,MMO,2.09
8377,Just Dance 2015,Wii,Music,2.09
13843,Battlefield 4,XOne,Shooter,2.09
124,Dead Rising,X360,Action,2.09
3336,Grand Theft Auto: Episodes from Liberty City,PS3,Adventure,2.09
8654,Kirby's Epic Yarn,Wii,Platform,2.09
123,Finding Nemo,PS2,Action,2.09
122,Devil May Cry 3: Dante's Awakening,PS2,Action,2.09
19168,Warcraft: Orcs & Humans,PC,Strategy,2.08
19167,Sim Theme Park,PC,Strategy,2.08
6297,Rock Band,Wii,Misc,2.08
16625,Mario Sports Mix,Wii,Sports,2.08
3023,The Legend of Zelda: The Wind Waker,WiiU,Action-Adventure,2.08
13844,Portal 2,X360,Shooter,2.08
12015,Kingdom Hearts: Birth by Sleep,PSP,Role-Playing,2.08
12014,Final Fantasy III,DS,Role-Playing,2.08
9677,Tetris Worlds,PS2,Puzzle,2.08
6298,Mario Party 5,GC,Misc,2.08
6299,Wipeout: The Game,Wii,Misc,2.08
125,Metal Gear Solid: Peace Walker,PSP,Action,2.08
15340,Dance Dance Revolution: Hottest Party,Wii,Simulation,2.07
15341,The Sims 2: Pets,DS,Simulation,2.07
5326,UFC 2009 Undisputed,X360,Fighting,2.07
19169,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Strategy,2.07
13845,Spec Ops: Airborne Commando,PS,Shooter,2.07
3337,Rise of the Tomb Raider,PS4,Adventure,2.07
10487,R.C. Pro-Am,NES,Racing,2.07
13846,Call of Duty 2,X360,Shooter,2.06
12016,Pokemon Mystery Dungeon: Red Rescue Team,GBA,Role-Playing,2.06
129,Tom Clancy's Splinter Cell: Conviction,X360,Action,2.06
128,Toy Story 3: The Video Game,DS,Action,2.06
127,Hitman: Absolution,PS3,Action,2.06
126,The Incredibles,GBA,Action,2.06
8655,LittleBigPlanet 3,PS4,Platform,2.06
10488,R4: Ridge Racer Type 4,PS,Racing,2.06
10489,Need for Speed: Undercover,PS3,Racing,2.06
5327,SoulCalibur II,PS2,Fighting,2.06
10490,Need for Speed: ProStreet,X360,Racing,2.05
16626,NBA Jam,GEN,Sports,2.05
16627,Famista '89 - Kaimaku Han!!,NES,Sports,2.05
8335,The Elder Scrolls Online: Tamriel Unlimited,PS4,MMO,2.05
6300,Sonic Mega Collection,GC,Misc,2.05
5328,Mortal Kombat vs DC Universe,PS3,Fighting,2.05
12017,Dark Souls,PS3,Role-Playing,2.05
8656,Kirby: Triple Deluxe,3DS,Platform,2.05
16628,Madden NFL 25,PS3,Sports,2.04
10491,Need for Speed: ProStreet,PS3,Racing,2.04
10492,PGR4 - Project Gotham Racing 4,X360,Racing,2.04
8657,Donkey Kong Country,GBA,Platform,2.04
130,Middle-Earth: Shadow of War,PS4,Action,2.04
12018,Dragon Quest XI: Echoes of an Elusive Age,PS4,Role-Playing,2.04
6301,Carnival Games,DS,Misc,2.04
8378,Dance Central 2,X360,Music,2.04
131,Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,2.04
13847,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Shooter,2.04
16629,NBA 2K17,XOne,Sports,2.04
15342,The Sims 3,PS3,Simulation,2.03
12019,Pokemon Mystery Dungeon: Blue Rescue Team,DS,Role-Playing,2.03
16630,Skate 3,PS3,Sports,2.03
6302,Rayman Raving Rabbids: TV Party,Wii,Misc,2.03
16631,1080deg: TenEighty Snowboarding,N64,Sports,2.03
16632,NBA Live 2004,PS2,Sports,2.03
10493,Forza Motorsport 6,XOne,Racing,2.02
16633,Rocket League,PS4,Sports,2.02
16634,NBA 2K18,XOne,Sports,2.02
6303,Just Dance 3,X360,Misc,2.02
10494,Need for Speed: The Run,PS3,Racing,2.01
13848,Call of Duty: Black Ops 3,X360,Shooter,2.01
3338,The Legend of Zelda: Ocarina of Time 3D,3DS,Adventure,2.0
5329,Super Street Fighter II,SNES,Fighting,2.0
9678,TouchMaster,DS,Puzzle,2.0
13849,Dead Space,PS3,Shooter,2.0
6304,Mario Party 10,WiiU,Misc,2.0
8658,Kirby Star Allies,NS,Platform,1.99
3339,Harry Potter and the Chamber of Secrets,GBA,Adventure,1.99
16635,Tennis,GB,Sports,1.99
12020,Kingdom Hearts 358/2 Days,DS,Role-Playing,1.99
5330,Mortal Kombat vs DC Universe,X360,Fighting,1.99
5331,ARMS,NS,Fighting,1.99
132,Tenchu: Stealth Assassins,PS,Action,1.99
15343,SimCity,SNES,Simulation,1.98
12021,Fire Emblem Fates,3DS,Role-Playing,1.98
3340,Harry Potter and the Chamber of Secrets,PS,Adventure,1.98
3024,Just Cause 3,PS4,Action-Adventure,1.98
8659,Spyro: Enter the Dragonfly,PS2,Platform,1.97
135,E.T.: The Extra Terrestrial,2600,Action,1.97
13850,BioShock Infinite,X360,Shooter,1.97
133,Resident Evil 6,X360,Action,1.97
134,Devil May Cry 2,PS2,Action,1.97
136,Dishonored 2,PS4,Action,1.97
10495,Rad Racer,NES,Racing,1.96
16637,Soccer,NES,Sports,1.96
137,Lego Marvel Super Heroes,PS3,Action,1.96
16636,Hot Shots Golf: Open Tee,PSP,Sports,1.96
13851,Tom Clancy's Rainbow Six: Vegas,X360,Shooter,1.95
138,Grand Theft Auto: San Andreas,XB,Action,1.95
10497,Burnout Paradise,PS3,Racing,1.95
10496,Crash Nitro Kart,PS2,Racing,1.95
13852,Star Wars: Dark Forces,PC,Shooter,1.95
13853,Call of Duty: Black Ops 3,PS3,Shooter,1.95
16638,NBA Street Vol. 2,PS2,Sports,1.95
5333,Dragon Ball Z: Budokai 3,PS2,Fighting,1.94
9679,Alleyway,GB,Puzzle,1.94
10499,Jet Moto 2,PS,Racing,1.94
10498,Forza Horizon,X360,Racing,1.94
6306,Who Wants to be a Millionaire,PC,Misc,1.94
6305,Destiny,X360,Misc,1.94
13855,Tom Clancy's Ghost Recon,PS2,Shooter,1.94
5332,Def Jam Vendetta,PS2,Fighting,1.94
3341,Scooby Doo and the Cyber Chase,PS,Adventure,1.94
16639,FIFA Soccer 09,X360,Sports,1.94
13854,Call of Duty: World at War,Wii,Shooter,1.94
8660,Kirby Squeak Squad,DS,Platform,1.94
5335,Virtua Fighter 2,SAT,Fighting,1.93
12022,X-Men Legends,PS2,Role-Playing,1.93
9680,Tetris DX,GBC,Puzzle,1.93
5334,Mortal Kombat II,SNES,Fighting,1.93
13857,Star Wars Battlefront II (2017),XOne,Shooter,1.92
3342,The Legend of Zelda: Oracle of Ages,GBC,Adventure,1.92
6307,Guitar Hero: World Tour,PS3,Misc,1.92
10500,MX Unleashed,PS2,Racing,1.92
6308,PaRappa The Rapper,PS,Misc,1.92
13856,Red Faction,PS2,Shooter,1.92
15344,The Sims: Makin' Magic,PC,Simulation,1.92
6309,Mario Party 3,N64,Misc,1.91
139,Lego Marvel Super Heroes,PS4,Action,1.91
10501,Need for Speed: Shift,X360,Racing,1.91
16640,Madden NFL 18,XOne,Sports,1.91
3343,Until Dawn,PS4,Adventure,1.9
3025,Batman: Arkham Origins,X360,Action-Adventure,1.9
140,Tomb Raider (2013),X360,Action,1.9
15345,Star Wars Rogue Leader: Rogue Squadron II,GC,Simulation,1.9
16642,Madden NFL 09,PS3,Sports,1.89
13714,Minecraft,NS,Sandbox,1.89
8661,Ratchet & Clank Future: A Crack in Time,PS3,Platform,1.89
16641,Mario Super Sluggers,Wii,Sports,1.89
6310,Monopoly,Wii,Misc,1.89
6311,Toy Story Mania!,Wii,Misc,1.89
16643,Hot Shots Golf 2,PS,Sports,1.88
6312,Game Party 2,Wii,Misc,1.88
5336,Mortal Kombat: Deception,PS2,Fighting,1.88
12023,Yu-Gi-Oh! Forbidden Memories,PS,Role-Playing,1.88
8662,Knack,PS4,Platform,1.88
5337,WCW Nitro,PS,Fighting,1.88
13858,Medal of Honor: European Assault (All Region sales),PS2,Shooter,1.88
8532,Wii Party U,WiiU,Party,1.88
16644,Mario Tennis Aces,NS,Sports,1.87
6313,High School Musical: Sing It!,PS2,Misc,1.87
16645,FIFA 2000,PS,Sports,1.87
141,inFAMOUS 2,PS3,Action,1.87
3344,Star Fox Adventures,GC,Adventure,1.87
142,Dynasty Warriors 3,PS2,Action,1.87
16647,NBA Live 2002,PS2,Sports,1.86
16646,Madden NFL 06,XB,Sports,1.86
13860,Max Payne 3,PS3,Shooter,1.86
144,The Evil Within,PS4,Action,1.86
143,Star Wars: The Force Unleashed,Wii,Action,1.86
12024,The Legend of Dragoon,PS,Role-Playing,1.86
12025,Chrono Cross,PS,Role-Playing,1.86
8664,Sonic Classic Collection,DS,Platform,1.86
8663,Shrek 2,PS2,Platform,1.86
3345,The Legend of Zelda: Oracle of Seasons,GBC,Adventure,1.86
