Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;multiplayer;singleplayer;viewconut;likecount;commentcount;videotitle;published
123;Big Brain Academy;DS;2005.0;Misc;Nintendo;1.67;2.78;1.6;0.62;6.67;;;28757.0;558.0;62.0;Big Brain Academy: Brain vs. Brain - Official Announcement Trailer;2021-09-02T13:29:12Z
124;Red Dead Redemption;PS3;2010.0;Action;Take-Two Interactive;2.79;2.61;0.17;1.03;6.6;TRUE;TRUE;5186204.0;28618.0;15546.0;Red Dead Redemption Review;2010-05-17T17:03:22Z
125;FIFA 15;PS4;2014.0;Sports;Electronic Arts;0.79;4.29;0.05;1.47;6.59;TRUE;TRUE;412802.0;3127.0;529.0;FIFA 15 - PS4/Xbox One Review;2014-09-23T19:30:02Z
126;Donkey Kong Country Returns;Wii;2010.0;Platform;Nintendo;3.25;1.84;1.03;0.47;6.59;TRUE;TRUE;579420.0;2136.0;1486.0;Donkey Kong Country Returns Video Review;2010-11-19T18:26:23Z
127;The Elder Scrolls V: Skyrim;PS3;2011.0;Role-Playing;Bethesda Softworks;2.55;2.71;0.25;1.05;6.56;FALSE;TRUE;4127833.0;27638.0;22044.0;IGN Reviews - Elder Scrolls V: Skyrim Game Review;2011-11-10T13:00:00Z
128;The Legend of Zelda;NES;1986.0;Action;Nintendo;3.74;0.93;1.69;0.14;6.51;TRUE;FALSE;3690335.0;55721.0;10916.0;The Legend of Zelda: Breath of the Wild Review;2017-03-02T11:00:03Z
129;Assassin's Creed III;PS3;2012.0;Action;Ubisoft;2.64;2.56;0.16;1.14;6.5;TRUE;TRUE;1832255.0;13102.0;12463.0;Assassin's Creed 3 Review - IGN Reviews;2012-10-30T16:45:17Z
130;Halo: Combat Evolved;XB;2001.0;Shooter;Microsoft Game Studios;4.98;1.3;0.08;0.07;6.43;TRUE;TRUE;380293.0;2428.0;3494.0;Halo: Combat Evolved Anniversary Game Review;2011-11-14T18:06:35Z
131;Pokémon Emerald Version;GBA;2004.0;Role-Playing;Nintendo;2.57;1.58;2.06;0.21;6.41;TRUE;TRUE;818059.0;5420.0;7931.0;Pokemon Alpha Sapphire/Omega Ruby Review;2014-11-18T22:43:43Z
132;Kingdom Hearts;PS2;2002.0;Role-Playing;Sony Computer Entertainment;3.64;1.2;1.49;0.07;6.4;;;1606877.0;17839.0;4156.0;Kingdom Hearts 3 Review;2019-01-24T15:00:02Z
133;Pokémon Crystal Version;GB;2000.0;Role-Playing;Nintendo;2.55;1.56;1.29;0.99;6.39;;;51491.0;1420.0;442.0;Top 10 Best Pokemon Video Games;2022-02-09T15:00:04Z
134;Halo 3: ODST;X360;2009.0;Shooter;Microsoft Game Studios;4.34;1.35;0.06;0.61;6.36;TRUE;TRUE;1048416.0;5464.0;4256.0;Halo 3: ODST Review;2009-09-21T20:11:20Z
135;Red Dead Redemption;X360;2010.0;Action;Take-Two Interactive;3.7;1.97;0.09;0.57;6.34;TRUE;TRUE;5186204.0;28618.0;15546.0;Red Dead Redemption Review;2010-05-17T17:03:22Z
136;Super Mario Sunshine;GC;2002.0;Platform;Nintendo;4.01;1.26;0.87;0.17;6.31;FALSE;TRUE;80653.0;989.0;230.0;Super Mario Sunshine - IGN Plays;2014-09-09T02:30:01Z
137;Street Fighter II: The World Warrior;SNES;1992.0;Fighting;Capcom;2.47;0.83;2.87;0.12;6.3;TRUE;TRUE;22.0;0.0;0.0;Street Fighter II: The World Warrior Retro Game;2011-05-23T05:55:10Z
138;World of Warcraft;PC;2004.0;Role-Playing;Activision;0.07;6.21;0.0;0.0;6.28;TRUE;FALSE;207063.0;1988.0;500.0;World of Warcraft: Shadowlands Review;2020-12-10T17:14:08Z
139;Driver;PS;1999.0;Action;GT Interactive;3.11;2.8;0.02;0.33;6.27;;;56277.0;470.0;228.0;Driver: San Francisco - Single Player Overview;2010-06-23T23:57:00Z
140;Kinect Sports;X360;2010.0;Sports;Microsoft Game Studios;3.92;1.78;0.03;0.51;6.24;TRUE;TRUE;394432.0;523.0;437.0;Kinect Sports Video Review;2010-11-04T06:48:02Z
141;Gears of War 3;X360;2011.0;Shooter;Microsoft Game Studios;4.05;1.62;0.07;0.49;6.24;TRUE;TRUE;671539.0;3993.0;4750.0;IGN Reviews - Gears of War 3: Game Review;2011-09-15T13:32:16Z
142;Gears of War;X360;2006.0;Shooter;Microsoft Game Studios;3.54;1.9;0.07;0.6;6.11;;;308158.0;2301.0;814.0;Gears of War Review;2009-01-22T23:47:54Z
143;Metal Gear Solid 2: Sons of Liberty;PS2;2001.0;Action;Konami Digital Entertainment;2.45;2.01;0.87;0.72;6.05;FALSE;TRUE;712710.0;5659.0;2900.0;IGN Reviews - Metal Gear Solid: HD Review;2011-11-08T19:35:26Z
144;Sonic the Hedgehog 2;GEN;1992.0;Platform;Sega;4.47;1.2;0.16;0.19;6.03;TRUE;TRUE;505677.0;14340.0;1220.0;Sonic the Hedgehog's Ben Schwartz Reacts to Sonic 2 Speedrun;2020-02-13T17:00:08Z
145;Metal Gear Solid 4: Guns of the Patriots;PS3;2008.0;Action;Konami Digital Entertainment;2.63;1.74;0.83;0.83;6.03;FALSE;TRUE;1055983.0;7922.0;4662.0;Metal Gear Solid 4: Guns of the Patriots Review;2008-08-05T21:34:14Z
146;Metal Gear Solid;PS;1998.0;Action;Konami Digital Entertainment;3.18;1.83;0.78;0.24;6.03;;;2590245.0;27397.0;5341.0;Metal Gear Solid 5: The Phantom Pain Review;2015-09-01T04:00:00Z
147;The Last of Us;PS3;2013.0;Action;Sony Computer Entertainment Europe;2.41;2.28;0.28;1.01;5.99;TRUE;TRUE;3132745.0;44054.0;18351.0;The Last of Us Review;2013-06-05T14:01:31Z
148;Final Fantasy XII;PS2;2006.0;Role-Playing;Square Enix;1.88;0.0;2.33;1.74;5.95;FALSE;TRUE;536000.0;4662.0;879.0;Final Fantasy 12: The Zodiac Age Review;2017-07-10T18:00:00Z
149;LittleBigPlanet;PS3;2008.0;Platform;Sony Computer Entertainment;2.8;2.05;0.17;0.9;5.92;;;647886.0;2987.0;1690.0;LittleBigPlanet Review;2008-10-14T00:48:09Z
150;Dragon Quest IX: Sentinels of the Starry Skies;DS;2009.0;Role-Playing;Nintendo;0.66;0.69;4.35;0.15;5.84;TRUE;TRUE;661460.0;2044.0;1287.0;Dragon Quest IX Review [HD];2010-07-09T20:36:21Z
151;LEGO Star Wars: The Complete Saga;Wii;2007.0;Action;LucasArts;3.66;1.63;0.0;0.53;5.83;TRUE;TRUE;83179.0;652.0;131.0;LEGO Star Wars: The Video Game PlayStation 2 Review -;2011-06-16T12:05:02Z
152;Resident Evil 2;PS;1998.0;Action;Virgin Interactive;1.88;1.47;2.02;0.45;5.82;FALSE;TRUE;1183568.0;15756.0;2284.0;Resident Evil 2 Review;2019-01-23T01:40:07Z
153;Tekken 2;PS;1996.0;Fighting;Sony Computer Entertainment;2.26;1.89;1.36;0.23;5.74;TRUE;TRUE;116122.0;659.0;364.0;Tekken Tag Tournament 2 (Wii U Version)  Video Review - IGN Reviews;2012-11-22T03:39:59Z
154;Cooking Mama;DS;2006.0;Simulation;505 Games;3.13;1.94;0.07;0.58;5.72;;;304316.0;4341.0;618.0;Cooking Mama: Cookstar Review;2020-04-14T23:49:26Z
155;Destiny;PS4;2014.0;Shooter;Activision;2.49;2.05;0.16;0.96;5.65;;;1561351.0;14595.0;5096.0;Destiny Review;2014-09-18T20:40:22Z
156;Tetris;NES;1988.0;Puzzle;Nintendo;2.97;0.69;1.81;0.11;5.58;TRUE;TRUE;258749.0;3341.0;472.0;Tetris Effect Review;2018-11-09T16:00:03Z
157;Assassin's Creed II;PS3;2009.0;Action;Ubisoft;2.54;1.95;0.21;0.87;5.57;FALSE;TRUE;1520835.0;9037.0;5104.0;Assassin's Creed II Review;2009-11-17T19:52:03Z
158;Super Smash Bros.;N64;1999.0;Fighting;Nintendo;2.95;0.6;1.97;0.04;5.55;TRUE;TRUE;2876772.0;36473.0;5043.0;Super Smash Bros. Ultimate Review;2018-12-06T13:00:15Z
159;Assassin's Creed;X360;2007.0;Adventure;Ubisoft;3.28;1.65;0.07;0.55;5.55;;;2836078.0;46740.0;6156.0;Assassin's Creed Valhalla Review;2020-11-09T11:00:25Z
160;Batman: Arkham City;PS3;2011.0;Action;Warner Bros. Interactive Entertainment;2.7;1.91;0.11;0.8;5.53;FALSE;TRUE;2055105.0;15034.0;6892.0;IGN Reviews - Batman: Arkham City Game Review;2011-10-14T13:13:16Z
161;Forza Motorsport 3;X360;2009.0;Racing;Microsoft Game Studios;2.99;1.92;0.1;0.51;5.51;TRUE;TRUE;741073.0;2544.0;2510.0;Forza Motorsport 3 Review;2009-10-08T19:55:40Z
162;Monster Hunter Freedom Unite;PSP;2008.0;Role-Playing;Capcom;0.47;0.57;4.13;0.34;5.5;TRUE;TRUE;20101.0;370.0;35.0;Monster Hunter Freedom Unite PSP Video - Monster Hunter;2011-05-20T22:49:14Z
163;Super Mario Advance;GBA;2001.0;Platform;Nintendo;3.14;1.24;0.91;0.2;5.49;TRUE;TRUE;76117.0;1849.0;584.0;Why Super Mario Bros. 3 is the Greatest Game Ever Made;2015-10-17T02:00:00Z
164;Mario Kart: Super Circuit;GBA;2001.0;Racing;Nintendo;2.62;1.64;0.99;0.23;5.47;TRUE;TRUE;411672.0;7138.0;900.0;Mario Kart Live: Home Circuit Review;2020-10-14T13:00:28Z
165;Super Mario World;GBA;2001.0;Platform;Nintendo;3.21;1.11;0.95;0.2;5.46;TRUE;TRUE;564486.0;5805.0;3051.0;Super Mario 3D World + Bowser's Fury Review;2021-02-10T14:00:04Z
166;Pokemon Stadium;N64;1999.0;Strategy;Nintendo;3.18;1.24;0.94;0.09;5.45;TRUE;TRUE;658714.0;5635.0;748.0;Pokken Tournament DX Review;2017-09-21T01:10:12Z
167;Call of Duty: World at War;PS3;2008.0;Shooter;Activision;2.72;1.87;0.0;0.84;5.43;TRUE;TRUE;1689494.0;8160.0;4652.0;Call of Duty: World at War Review;2008-11-11T22:20:30Z
168;Crash Bandicoot: The Wrath of Cortex;PS2;2001.0;Platform;Universal Interactive;2.07;2.29;0.24;0.82;5.42;FALSE;TRUE;974.0;4.0;0.0;Crash Bandicoot: The Wrath of Cortex Xbox;2011-06-23T10:02:30Z
169;Minecraft;PS3;2014.0;Misc;Sony Computer Entertainment;1.97;2.51;0.0;0.94;5.42;TRUE;TRUE;978176.0;9300.0;6720.0;IGN Reviews - Full Minecraft Review;2011-11-24T01:36:15Z
170;Final Fantasy XIII;PS3;2009.0;Role-Playing;Square Enix;1.74;1.24;1.87;0.52;5.36;FALSE;TRUE;1117115.0;6413.0;6566.0;Final Fantasy XIII Review;2010-03-09T23:12:05Z
171;Dr. Mario;GB;1989.0;Puzzle;Nintendo;2.18;0.96;2.0;0.2;5.34;TRUE;TRUE;24471.0;85.0;16.0;Dr. Mario Online Rx Review;2008-12-11T22:03:17Z
172;Pokemon Pinball;GB;1999.0;Misc;Nintendo;3.02;1.12;1.01;0.16;5.31;FALSE;TRUE;44014.0;839.0;96.0;You Probably Won't See This Rare Jurassic Park Pinball Machine in an Arcade;2019-12-26T20:00:09Z
173;Assassin's Creed III;X360;2012.0;Action;Ubisoft;3.13;1.71;0.03;0.44;5.3;TRUE;TRUE;1832255.0;13102.0;12463.0;Assassin's Creed 3 Review - IGN Reviews;2012-10-30T16:45:17Z
174;Final Fantasy IX;PS;2000.0;Role-Playing;SquareSoft;1.62;0.77;2.78;0.14;5.3;TRUE;TRUE;94216.0;1656.0;597.0;Why Final Fantasy IX Is My Favorite Game Of All-Time;2014-02-14T17:00:06Z
175;Final Fantasy X-2;PS2;2003.0;Role-Playing;Electronic Arts;1.92;1.08;2.11;0.17;5.29;FALSE;TRUE;872531.0;6115.0;1583.0;Final Fantasy X/X2 HD Remaster - Review;2014-03-10T19:45:26Z
176;Donkey Kong 64;N64;1999.0;Platform;Nintendo;3.33;0.79;1.09;0.06;5.27;TRUE;TRUE;129.0;2.0;0.0;Donkey Kong 64 Nintendo 64 Gameplay_1999_11_17_3;2011-05-20T12:36:26Z
177;Assassin's Creed II;X360;2009.0;Action;Ubisoft;3.1;1.56;0.08;0.51;5.27;FALSE;TRUE;1520835.0;9037.0;5104.0;Assassin's Creed II Review;2009-11-17T19:52:03Z
178;Professor Layton and the Curious Village;DS;2007.0;Puzzle;Nintendo;1.22;2.48;1.03;0.52;5.26;FALSE;TRUE;67.0;2.0;0.0;Professor Layton and the Curious Village Nintendo DS;2011-05-21T00:16:52Z
179;Tomb Raider II;PS;1997.0;Action;Eidos Interactive;2.3;2.46;0.2;0.28;5.24;FALSE;TRUE;1517638.0;15755.0;3333.0;Rise of the Tomb Raider Review;2015-11-09T08:00:00Z
180;Madden NFL 2004;PS2;;Sports;Electronic Arts;4.26;0.26;0.01;0.71;5.23;TRUE;TRUE;417.0;2.0;0.0;Madden NFL 2004 Xbox Gameplay_2003_07_09_1;2011-05-20T01:51:59Z
181;Dragon Quest VIII: Journey of the Cursed King;PS2;2004.0;Role-Playing;Square Enix;0.65;0.75;3.61;0.2;5.21;FALSE;TRUE;11418.0;55.0;12.0;Dragon Quest VIII: Journey of the Cursed King PlayStation;2011-05-19T22:24:59Z
182;Diablo III;PC;2012.0;Role-Playing;Activision;2.43;2.15;0.0;0.62;5.2;TRUE;TRUE;892896.0;5857.0;3891.0;Diablo III Review - IGN Reviews;2012-05-23T00:11:29Z
183;Super Mario Bros. 3;GBA;2003.0;Platform;Nintendo;2.93;1.25;0.83;0.2;5.2;TRUE;TRUE;76117.0;1849.0;584.0;Why Super Mario Bros. 3 is the Greatest Game Ever Made;2015-10-17T02:00:00Z
184;New Super Mario Bros. U;WiiU;2012.0;Platform;Nintendo;2.32;1.3;1.27;0.31;5.19;TRUE;TRUE;640793.0;4215.0;2080.0;New Super Mario Bros. U Review - IGN Reviews;2012-11-15T18:01:41Z
185;Super Mario Land 3: Wario Land;GB;1994.0;Platform;Nintendo;2.49;0.98;1.57;0.15;5.19;FALSE;TRUE;27142.0;350.0;119.0;Wario Land: Super Mario Land 3 Trailer;2012-07-26T23:08:15Z
186;FIFA Soccer 13;X360;2012.0;Action;Electronic Arts;1.08;3.48;0.03;0.58;5.18;TRUE;TRUE;466902.0;2768.0;1286.0;FIFA 13 Video Review - IGN Reviews;2012-09-20T17:47:45Z
187;The Legend of Zelda: Phantom Hourglass;DS;2007.0;Action;Nintendo;1.9;1.83;0.95;0.49;5.17;TRUE;TRUE;72645.0;624.0;142.0;The Legend of Zelda: Phantom Hourglass - IGN Plays;2014-09-03T20:00:09Z
188;Donkey Kong Country 2: Diddy's Kong Quest;SNES;1995.0;Platform;Nintendo;2.1;0.74;2.2;0.11;5.15;TRUE;TRUE;11379.0;223.0;55.0;Donkey Kong Country 2: Diddy's Kong Quest - IGN Plays;2014-09-19T16:30:03Z
189;Tomodachi Life;3DS;2013.0;Simulation;Nintendo;0.96;2.02;1.89;0.28;5.15;FALSE;TRUE;65439.0;738.0;181.0;Is Tomodachi Life the Next Animal Crossing?;2014-04-12T00:53:05Z
190;Mario & Sonic at the Olympic Games;DS;2008.0;Sports;Sega;1.64;2.48;0.44;0.58;5.14;TRUE;TRUE;492699.0;4623.0;573.0;Mario and Sonic at the Olympic Games Tokyo 2020 Review;2019-11-05T14:30:00Z
191;Medal of Honor: Rising Sun;PS2;2003.0;Shooter;Electronic Arts;1.98;2.23;0.13;0.8;5.13;TRUE;TRUE;39.0;0.0;0.0;Medal of Honor: Rising Sun PlayStation 2;2011-05-20T01:11:49Z
192;Kirby's Dream Land;GB;1992.0;Platform;Nintendo;2.71;0.61;1.7;0.11;5.13;FALSE;TRUE;146265.0;608.0;1351.0;IGN Reviews - Kirby's Return to Dreamland Game Review;2011-10-24T15:09:56Z
193;Fable III;X360;2010.0;Role-Playing;Microsoft Game Studios;3.59;1.11;0.05;0.38;5.13;TRUE;TRUE;891245.0;3851.0;3394.0;Fable III Video Review;2010-10-26T16:43:25Z
194;Call of Duty: Advanced Warfare;XOne;2014.0;Shooter;Activision;3.21;1.53;0.01;0.38;5.13;TRUE;TRUE;1625168.0;16731.0;6801.0;Call of Duty: Advanced Warfare Review;2014-11-04T02:30:03Z
195;Microsoft Flight Simulator;PC;1996.0;Simulation;Microsoft Game Studios;3.22;1.69;0.0;0.2;5.12;;;1088221.0;39908.0;4519.0;Microsoft Flight Simulator Review;2020-08-17T07:00:09Z
196;Guitar Hero II;PS2;2006.0;Misc;RedOctane;3.81;0.63;0.0;0.68;5.12;TRUE;TRUE;21559.0;187.0;44.0;Guitar Hero II (game only) PlayStation 2 Review -;2011-05-23T05:59:21Z
197;Resident Evil 5;PS3;2009.0;Action;Capcom;1.96;1.43;1.08;0.65;5.11;TRUE;TRUE;1405872.0;6064.0;4390.0;Resident Evil 5 Review;2009-03-07T00:43:00Z
198;Grand Theft Auto V;XOne;2014.0;Action;Take-Two Interactive;2.66;2.01;0.0;0.41;5.08;TRUE;TRUE;3903633.0;51696.0;14172.0;GTA 5 - Review;2013-09-16T14:26:01Z
199;Grand Theft Auto: Vice City Stories;PSP;2006.0;Action;Take-Two Interactive;1.7;2.02;0.16;1.21;5.08;TRUE;TRUE;141.0;1.0;1.0;Grand Theft Auto: Vice City Stories PlayStation 2;2011-05-23T05:48:58Z
200;FIFA Soccer 11;PS3;2010.0;Sports;Electronic Arts;0.6;3.29;0.06;1.13;5.08;;;301898.0;793.0;1068.0;FIFA Soccer 11: Video Review;2010-09-28T17:02:17Z
201;Super Mario Bros.;GB;1999.0;Platform;Nintendo;3.4;1.3;0.15;0.22;5.07;TRUE;TRUE;1002608.0;11057.0;1649.0;New Super Mario Bros. U Deluxe Review;2019-01-09T14:00:10Z
202;Resident Evil;PS;1996.0;Action;Virgin Interactive;2.05;1.16;1.11;0.73;5.05;;;320095.0;6219.0;1213.0;Resident Evil: Welcome to Raccoon City Review;2021-11-23T02:00:06Z
203;Tony Hawk's Pro Skater;PS;1999.0;Sports;Activision;3.42;1.38;0.02;0.2;5.02;TRUE;TRUE;1096354.0;20293.0;2147.0;Tony Hawk's Pro Skater 1+2 Review;2020-09-03T13:00:02Z
204;Super Smash Bros. for Wii U and 3DS;WiiU;2014.0;Fighting;Nintendo;2.59;1.06;0.8;0.57;5.02;;;657181.0;6792.0;2907.0;Super Smash Bros. for Wii U Review;2014-11-21T23:33:47Z
205;Warzone 2100;PS;1999.0;Strategy;Eidos Interactive;2.79;1.89;0.0;0.33;5.01;TRUE;FALSE;233599.0;3040.0;489.0;StarCraft Remastered Review;2017-08-19T02:37:16Z
206;Spyro the Dragon;PS;1998.0;Platform;Sony Computer Entertainment;3.36;1.36;0.07;0.21;5.0;FALSE;TRUE;793910.0;10271.0;1558.0;Spyro Reignited Trilogy Review;2018-11-12T14:00:09Z
207;Link's Crossbow Training;Wii;2007.0;Shooter;Nintendo;3.06;1.18;0.29;0.46;5.0;TRUE;TRUE;116189.0;4541.0;287.0;How Dark Souls' Undead Burg Teaches Through Suffering | Art of the Level;2021-11-28T17:00:19Z
208;Guitar Hero III: Legends of Rock;PS2;2007.0;Misc;Activision;3.49;0.01;0.01;1.48;4.98;TRUE;TRUE;68393.0;596.0;184.0;Guitar Hero III Video Review;2008-08-05T05:09:08Z
209;Fallout 3;X360;2008.0;Role-Playing;Bethesda Softworks;3.39;1.03;0.09;0.44;4.96;FALSE;TRUE;1461401.0;10278.0;5625.0;Fallout 3 Review;2008-10-28T22:56:57Z
210;Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness;DS;2007.0;Role-Playing;Nintendo;1.85;1.2;1.54;0.37;4.96;;;34055.0;119.0;265.0;Pokemon Mystery Dungeon: Explorers of Time Nintendo;2011-05-23T05:54:53Z
211;Uncharted: Drake's Fortune;PS3;2007.0;Action;Sony Computer Entertainment;2.31;1.73;0.12;0.78;4.94;FALSE;TRUE;753444.0;5470.0;1926.0;Uncharted: Drake's Fortune Video Review;2008-08-06T05:08:16Z
212;Madden NFL 06;PS2;2005.0;Sports;Electronic Arts;3.98;0.26;0.01;0.66;4.91;TRUE;TRUE;52758.0;356.0;83.0;Madden NFL 06 PlayStation 2 Review - Widescreen Madden;2011-06-23T10:02:30Z
213;LEGO Star Wars: The Complete Saga;DS;2007.0;Action;LucasArts;2.89;1.54;0.0;0.46;4.9;TRUE;TRUE;83179.0;652.0;131.0;LEGO Star Wars: The Video Game PlayStation 2 Review -;2011-06-16T12:05:02Z
214;Diddy Kong Racing;N64;1997.0;Racing;Nintendo;2.91;0.99;0.89;0.1;4.88;TRUE;TRUE;59049.0;260.0;88.0;Diddy Kong Racing DS Nintendo DS Review - Video;2011-05-23T05:55:25Z
215;Monster Hunter Freedom 3;PSP;2010.0;Role-Playing;Capcom;0.0;0.0;4.87;0.0;4.87;TRUE;TRUE;20101.0;370.0;35.0;Monster Hunter Freedom Unite PSP Video - Monster Hunter;2011-05-20T22:49:14Z
216;Dr. Mario;NES;1990.0;Puzzle;Nintendo;2.62;0.6;1.52;0.1;4.85;TRUE;TRUE;24471.0;85.0;16.0;Dr. Mario Online Rx Review;2008-12-11T22:03:17Z
217;God of War III;PS3;2010.0;Action;Sony Computer Entertainment;2.74;1.36;0.12;0.63;4.84;FALSE;TRUE;4348826.0;10994.0;7854.0;God of War 3 Review;2010-03-08T21:59:12Z
218;StarCraft II: Wings of Liberty;PC;2010.0;Strategy;Activision;2.56;1.68;0.0;0.59;4.83;TRUE;TRUE;326678.0;1943.0;1882.0;StarCraft II: Wings of Liberty Review;2010-08-03T23:36:18Z
219;Assassin's Creed;PS3;2007.0;Adventure;Ubisoft;1.91;2.0;0.09;0.83;4.83;;;2836078.0;46740.0;6156.0;Assassin's Creed Valhalla Review;2020-11-09T11:00:25Z
220;FIFA 15;PS3;2014.0;Sports;Electronic Arts;0.57;3.14;0.04;1.07;4.82;TRUE;TRUE;412802.0;3127.0;529.0;FIFA 15 - PS4/Xbox One Review;2014-09-23T19:30:02Z
221;Crash Team Racing;PS;1999.0;Racing;Sony Computer Entertainment;2.57;1.57;0.44;0.21;4.79;TRUE;TRUE;631074.0;7359.0;2064.0;Crash Team Racing Nitro-Fueled Review;2019-06-21T04:00:04Z
222;FIFA 17;PS4;2016.0;Sports;Electronic Arts;0.28;3.75;0.06;0.69;4.77;TRUE;TRUE;733677.0;6510.0;1278.0;FIFA 17 Review;2016-09-22T03:00:01Z
223;Batman: Arkham City;X360;2011.0;Action;Warner Bros. Interactive Entertainment;2.99;1.31;0.04;0.41;4.76;FALSE;TRUE;2055105.0;15034.0;6892.0;IGN Reviews - Batman: Arkham City Game Review;2011-10-14T13:13:16Z
224;Driver 2;PS;2000.0;Action;Atari;2.36;2.1;0.02;0.25;4.73;TRUE;TRUE;350975.0;3716.0;796.0;Dangerous Driving Review;2019-04-08T13:00:03Z
225;The Simpsons: Hit & Run;PS2;2003.0;Racing;Vivendi Games;1.73;2.19;0.0;0.79;4.7;TRUE;TRUE;121170.0;2268.0;266.0;The Simpsons: Hit & Run in Dreams Is The Weirdest Version Yet;2020-02-25T19:18:22Z
226;Tony Hawk's Pro Skater 2;PS;2000.0;Sports;Activision;3.05;1.41;0.02;0.2;4.68;TRUE;TRUE;1096354.0;20293.0;2147.0;Tony Hawk's Pro Skater 1+2 Review;2020-09-03T13:00:02Z
227;Animal Crossing: City Folk;Wii;2008.0;Simulation;Nintendo;1.87;1.12;1.32;0.37;4.68;TRUE;TRUE;80932.0;738.0;233.0;Animal Crossing: City Folk Video Review - Animal Crossing: City Folk Video Review;2011-05-18T23:25:34Z
228;The Lord of the Rings: The Two Towers;PS2;2002.0;Action;Electronic Arts;1.94;1.95;0.08;0.7;4.67;;;7085.0;27.0;5.0;The Lord of the Rings: The Two Towers Xbox;2011-05-20T02:35:25Z
229;Forza Motorsport 4;X360;2011.0;Racing;Microsoft Game Studios;2.08;2.04;0.06;0.47;4.64;TRUE;TRUE;445375.0;3656.0;2328.0;IGN Reviews - Forza Motorsport 4 Game Review;2011-10-06T18:34:26Z
230;Tomb Raider;PS;1996.0;Action;Eidos Interactive;2.29;1.97;0.13;0.24;4.63;;;1375629.0;12918.0;5806.0;Tomb Raider Review (2013);2013-02-25T15:14:00Z
231;Guitar Hero III: Legends of Rock;Wii;2007.0;Misc;Activision;3.06;1.12;0.0;0.44;4.62;TRUE;TRUE;68393.0;596.0;184.0;Guitar Hero III Video Review;2008-08-05T05:09:08Z
232;The Legend of Zelda: A Link to the Past;SNES;1991.0;Action;Nintendo;2.42;0.91;1.15;0.13;4.61;FALSE;TRUE;56184.0;796.0;384.0;Is A Link to the Past the Best Zelda Game?;2015-09-11T07:00:00Z
233;The Legend of Zelda: The Wind Waker;GC;2002.0;Action;Nintendo;2.6;0.99;0.89;0.13;4.6;TRUE;TRUE;731422.0;7528.0;3190.0;The Legend of Zelda: Wind Waker HD (1080p) - Video Review;2013-09-17T23:51:13Z
234;Mario & Sonic at the Olympic Winter Games;Wii;2009.0;Sports;Sega;1.89;1.99;0.22;0.48;4.58;TRUE;TRUE;492699.0;4623.0;573.0;Mario and Sonic at the Olympic Games Tokyo 2020 Review;2019-11-05T14:30:00Z
235;Luigi's Mansion: Dark Moon;3DS;2013.0;Action;Nintendo;1.78;1.39;1.1;0.3;4.58;TRUE;TRUE;410716.0;4466.0;1147.0;IGN Reviews - Luigi's Mansion 2 Video Review;2013-03-21T18:14:24Z
236;Splatoon;WiiU;2015.0;Shooter;Nintendo;1.55;1.15;1.44;0.43;4.57;TRUE;TRUE;246790.0;2728.0;1747.0;Splatoon Review;2015-05-29T22:00:01Z
237;The Last of Us;PS4;2014.0;Action;Sony Computer Entertainment;1.78;1.87;0.07;0.82;4.55;TRUE;TRUE;3132745.0;44054.0;18351.0;The Last of Us Review;2013-06-05T14:01:31Z
238;Guitar Hero III: Legends of Rock;X360;2007.0;Misc;Activision;3.19;0.92;0.01;0.42;4.53;TRUE;TRUE;68393.0;596.0;184.0;Guitar Hero III Video Review;2008-08-05T05:09:08Z
239;Madden NFL 2005;PS2;2004.0;Sports;Electronic Arts;4.18;0.26;0.01;0.08;4.53;TRUE;TRUE;2038.0;9.0;1.0;Madden NFL 2005 Nintendo DS Gameplay_2004_11_19;2011-05-19T22:22:17Z
240;Pitfall!;2600;1981.0;Platform;Activision;4.21;0.24;0.0;0.05;4.5;FALSE;TRUE;9096.0;148.0;26.0;Pitfall!, the Predecessor to the Exploratory Platformer;2015-07-13T04:00:01Z
241;Madden NFL 07;PS2;2006.0;Sports;Electronic Arts;3.63;0.24;0.01;0.61;4.49;TRUE;TRUE;68353.0;352.0;82.0;Madden NFL 07 Xbox 360 Review - Video Review;2011-05-19T16:35:39Z
242;Spider-Man: The Movie;PS2;2002.0;Action;Activision;2.71;1.51;0.03;0.23;4.48;FALSE;TRUE;902926.0;19359.0;2356.0;Spider-Man: No Way Home Review;2021-12-14T19:03:16Z
243;Dragon Quest VII: Warriors of Eden;PS;2000.0;Role-Playing;Enix Corporation;0.2;0.14;4.1;0.02;4.47;FALSE;TRUE;222195.0;1222.0;658.0;Dragon Quest VII 3DS Japanese Trailer;2012-12-14T23:17:03Z
244;Uncharted: The Nathan Drake Collection;PS4;2015.0;Action;Sony Computer Entertainment;1.96;1.69;0.08;0.74;4.47;FALSE;TRUE;940860.0;12955.0;1939.0;Uncharted: The Nathan Drake Collection Review;2015-09-30T23:00:01Z
245;Call of Duty: Advanced Warfare;PS3;2014.0;Shooter;Activision;1.54;1.94;0.19;0.77;4.45;TRUE;TRUE;1625168.0;16731.0;6801.0;Call of Duty: Advanced Warfare Review;2014-11-04T02:30:03Z
