Name;multiplayer;singleplayer;awarded;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;series
FIFA 15;1;1;0.0;3DS;2014.0;Sports;Electronic Arts;0.09;0.33;0.0;0.03;0.45;FIFA
FIFA 15;1;1;0.0;PC;2014.0;Sports;Electronic Arts;0.0;0.27;0.0;0.03;0.3;FIFA
Donkey Kong Country Returns;1;1;0.0;Wii;2010.0;Platform;Nintendo;3.25;1.84;1.03;0.47;6.59;Donkey Kong
Donkey Kong Country Returns;1;1;0.0;3DS;2013.0;Platform;Nintendo;0.73;0.62;0.4;0.12;1.87;Donkey Kong
The Legend of Zelda;1;0;0.0;NES;1986.0;Action;Nintendo;3.74;0.93;1.69;0.14;6.51;The Legend of Zelda
Assassin's Creed III;1;1;1.0;PS3;2012.0;Action;Ubisoft;2.64;2.56;0.16;1.14;6.5;Assassin's Creed
Assassin's Creed III;1;1;1.0;X360;2012.0;Action;Ubisoft;3.13;1.71;0.03;0.44;5.3;Assassin's Creed
Assassin's Creed III;1;1;1.0;PC;2012.0;Action;Ubisoft;0.28;0.53;0.0;0.13;0.94;Assassin's Creed
Assassin's Creed III;1;1;1.0;WiiU;2012.0;Action;Ubisoft;0.19;0.13;0.0;0.03;0.36;Assassin's Creed
Halo: Combat Evolved;1;1;0.0;XB;2001.0;Shooter;Microsoft Game Studios;4.98;1.3;0.08;0.07;6.43;Halo
Halo: Combat Evolved;1;1;0.0;PC;2003.0;Shooter;Microsoft Game Studios;0.01;0.02;0.0;0.01;0.04;Halo
Pokémon Emerald Version;1;1;0.0;GBA;2004.0;Role-Playing;Nintendo;2.57;1.58;2.06;0.21;6.41;Pokémon
Halo 3: ODST;1;1;1.0;X360;2009.0;Shooter;Microsoft Game Studios;4.34;1.35;0.06;0.61;6.36;Halo
Super Mario Sunshine;0;1;0.0;GC;2002.0;Platform;Nintendo;4.01;1.26;0.87;0.17;6.31;Super Mario
Street Fighter II: The World Warrior;1;1;0.0;SNES;1992.0;Fighting;Capcom;2.47;0.83;2.87;0.12;6.3;Street Fighter
World of Warcraft;1;0;1.0;PC;2004.0;Role-Playing;Activision;0.07;6.21;0.0;0.0;6.28;Warcraft
Kinect Sports;1;1;1.0;X360;2010.0;Sports;Microsoft Game Studios;3.92;1.78;0.03;0.51;6.24;NO FRANCHISE
Gears of War 3;1;1;1.0;X360;2011.0;Shooter;Microsoft Game Studios;4.05;1.62;0.07;0.49;6.24;Gears of War
Metal Gear Solid 2: Sons of Liberty;0;1;1.0;PS2;2001.0;Action;Konami Digital Entertainment;2.45;2.01;0.87;0.72;6.05;Metal Gear
Sonic the Hedgehog 2;1;1;1.0;GEN;1992.0;Platform;Sega;4.47;1.2;0.16;0.19;6.03;Sonic the Hedgehog
Metal Gear Solid 4: Guns of the Patriots;0;1;1.0;PS3;2008.0;Action;Konami Digital Entertainment;2.63;1.74;0.83;0.83;6.03;Metal Gear
The Last of Us;1;1;1.0;PS3;2013.0;Action;Sony Computer Entertainment Europe;2.41;2.28;0.28;1.01;5.99;NO FRANCHISE
The Last of Us;1;1;1.0;PS4;2014.0;Action;Sony Computer Entertainment;1.78;1.87;0.07;0.82;4.55;NO FRANCHISE
Final Fantasy XII;0;1;0.0;PS2;2006.0;Role-Playing;Square Enix;1.88;0.0;2.33;1.74;5.95;Final Fantasy
Dragon Quest IX: Sentinels of the Starry Skies;1;1;1.0;DS;2009.0;Role-Playing;Nintendo;0.66;0.69;4.35;0.15;5.84;Dragon Quest
LEGO Star Wars: The Complete Saga;1;1;0.0;Wii;2007.0;Action;LucasArts;3.66;1.63;0.0;0.53;5.83;Lego Star Wars
LEGO Star Wars: The Complete Saga;1;1;0.0;DS;2007.0;Action;LucasArts;2.89;1.54;0.0;0.46;4.9;Lego Star Wars
LEGO Star Wars: The Complete Saga;1;1;0.0;X360;2007.0;Action;LucasArts;1.53;0.87;0.0;0.24;2.64;Lego Star Wars
LEGO Star Wars: The Complete Saga;1;1;0.0;PS3;2007.0;Action;LucasArts;1.02;0.97;0.0;0.39;2.38;Lego Star Wars
Resident Evil 2;0;1;1.0;PS;1998.0;Action;Virgin Interactive;1.88;1.47;2.02;0.45;5.82;Resident Evil
Resident Evil 2;0;1;1.0;N64;1999.0;Action;Virgin Interactive;0.39;0.09;0.07;0.01;0.56;Resident Evil
Resident Evil 2;0;1;1.0;GC;2003.0;Action;Capcom;0.04;0.01;0.0;0.0;0.06;Resident Evil
Tekken 2;1;1;0.0;PS;1996.0;Fighting;Sony Computer Entertainment;2.26;1.89;1.36;0.23;5.74;Tekken
Assassin's Creed II;0;1;0.0;PS3;2009.0;Action;Ubisoft;2.54;1.95;0.21;0.87;5.57;Assassin's Creed
Assassin's Creed II;0;1;0.0;X360;2009.0;Action;Ubisoft;3.1;1.56;0.08;0.51;5.27;Assassin's Creed
Assassin's Creed II;0;1;0.0;PC;2010.0;Action;Ubisoft;0.01;0.45;0.0;0.11;0.57;Assassin's Creed
Super Smash Bros.;1;1;0.0;N64;1999.0;Fighting;Nintendo;2.95;0.6;1.97;0.04;5.55;Super Smash Bros.
Batman: Arkham City;0;1;1.0;PS3;2011.0;Action;Warner Bros. Interactive Entertainment;2.7;1.91;0.11;0.8;5.53;Batman: Arkham
Batman: Arkham City;0;1;1.0;X360;2011.0;Action;Warner Bros. Interactive Entertainment;2.99;1.31;0.04;0.41;4.76;Batman: Arkham
Batman: Arkham City;0;1;1.0;PC;2011.0;Action;Warner Bros. Interactive Entertainment;0.16;0.28;0.0;0.09;0.53;Batman: Arkham
Batman: Arkham City;0;1;1.0;WiiU;2012.0;Action;Warner Bros. Interactive Entertainment;0.17;0.18;0.0;0.03;0.38;Batman: Arkham
Forza Motorsport 3;1;1;1.0;X360;2009.0;Racing;Microsoft Game Studios;2.99;1.92;0.1;0.51;5.51;Forza
Monster Hunter Freedom Unite;1;1;0.0;PSP;2008.0;Role-Playing;Capcom;0.47;0.57;4.13;0.34;5.5;Monster Hunter
Super Mario Advance;1;1;0.0;GBA;2001.0;Platform;Nintendo;3.14;1.24;0.91;0.2;5.49;Super Mario
Mario Kart: Super Circuit;1;1;0.0;GBA;2001.0;Racing;Nintendo;2.62;1.64;0.99;0.23;5.47;Mario Kart
Pokemon Stadium;1;1;0.0;N64;1999.0;Strategy;Nintendo;3.18;1.24;0.94;0.09;5.45;Pokémon
Crash Bandicoot: The Wrath of Cortex;0;1;0.0;PS2;2001.0;Platform;Universal Interactive;2.07;2.29;0.24;0.82;5.42;Crash Bandicoot
Crash Bandicoot: The Wrath of Cortex;0;1;0.0;XB;2002.0;Platform;Universal Interactive;0.59;0.57;0.0;0.07;1.23;Crash Bandicoot
Crash Bandicoot: The Wrath of Cortex;0;1;0.0;GC;2002.0;Platform;Universal Interactive;0.46;0.12;0.0;0.02;0.59;Crash Bandicoot
Final Fantasy XIII;0;1;0.0;PS3;2009.0;Role-Playing;Square Enix;1.74;1.24;1.87;0.52;5.36;Final Fantasy
Final Fantasy XIII;0;1;0.0;X360;2010.0;Role-Playing;Square Enix;1.27;0.68;0.01;0.2;2.17;Final Fantasy
Dr. Mario;1;1;0.0;GB;1989.0;Puzzle;Nintendo;2.18;0.96;2.0;0.2;5.34;citation needed
Dr. Mario;1;1;0.0;NES;1990.0;Puzzle;Nintendo;2.62;0.6;1.52;0.1;4.85;citation needed
Pokemon Pinball;0;1;0.0;GB;1999.0;Misc;Nintendo;3.02;1.12;1.01;0.16;5.31;Pokémon
Final Fantasy IX;1;1;0.0;PS;2000.0;Role-Playing;SquareSoft;1.62;0.77;2.78;0.14;5.3;Final Fantasy
Final Fantasy X-2;0;1;0.0;PS2;2003.0;Role-Playing;Electronic Arts;1.92;1.08;2.11;0.17;5.29;Final Fantasy
Donkey Kong 64;1;1;0.0;N64;1999.0;Platform;Nintendo;3.33;0.79;1.09;0.06;5.27;Donkey Kong
Professor Layton and the Curious Village;0;1;1.0;DS;2007.0;Puzzle;Nintendo;1.22;2.48;1.03;0.52;5.26;Professor Layton
Tomb Raider II;0;1;0.0;PS;1997.0;Action;Eidos Interactive;2.3;2.46;0.2;0.28;5.24;Tomb Raider
Tomb Raider II;0;1;0.0;PC;1997.0;Action;Eidos Interactive;0.91;1.25;0.0;0.13;2.29;Tomb Raider
Madden NFL 2004;1;1;0.0;XB;2003.0;Sports;Electronic Arts;1.02;0.02;0.0;0.05;1.09;Madden NFL
Madden NFL 2004;1;1;0.0;GC;2003.0;Sports;Electronic Arts;0.4;0.1;0.0;0.01;0.51;Madden NFL
Madden NFL 2004;1;1;0.0;GBA;2003.0;Sports;Electronic Arts;0.22;0.08;0.0;0.01;0.31;Madden NFL
Dragon Quest VIII: Journey of the Cursed King;0;1;0.0;PS2;2004.0;Role-Playing;Square Enix;0.65;0.75;3.61;0.2;5.21;Dragon Quest
Dragon Quest VIII: Journey of the Cursed King;0;1;0.0;3DS;2015.0;Role-Playing;Square Enix;0.0;0.0;0.86;0.0;0.86;Dragon Quest
Diablo III;1;1;0.0;PC;2012.0;Role-Playing;Activision;2.43;2.15;0.0;0.62;5.2;Diablo
Diablo III;1;1;0.0;PS3;2013.0;Role-Playing;Activision;0.71;0.83;0.15;0.35;2.05;Diablo
Diablo III;1;1;0.0;PS4;2014.0;Role-Playing;Activision;0.49;0.88;0.06;0.3;1.74;Diablo
Diablo III;1;1;0.0;X360;2013.0;Role-Playing;Activision;0.89;0.44;0.0;0.12;1.45;Diablo
Diablo III;1;1;0.0;XOne;2014.0;Role-Playing;Activision;0.35;0.24;0.0;0.05;0.64;Diablo
New Super Mario Bros. U;1;1;1.0;WiiU;2012.0;Platform;Nintendo;2.32;1.3;1.27;0.31;5.19;Super Mario
Super Mario Land 3: Wario Land;0;1;0.0;GB;1994.0;Platform;Nintendo;2.49;0.98;1.57;0.15;5.19;Wario
The Legend of Zelda: Phantom Hourglass;1;1;0.0;DS;2007.0;Action;Nintendo;1.9;1.83;0.95;0.49;5.17;The Legend of Zelda
Donkey Kong Country 2: Diddy's Kong Quest;1;1;0.0;SNES;1995.0;Platform;Nintendo;2.1;0.74;2.2;0.11;5.15;Donkey Kong
Tomodachi Life;0;1;0.0;3DS;2013.0;Simulation;Nintendo;0.96;2.02;1.89;0.28;5.15;NO FRANCHISE
Medal of Honor: Rising Sun;1;1;0.0;PS2;2003.0;Shooter;Electronic Arts;1.98;2.23;0.13;0.8;5.13;Medal of Honor
Medal of Honor: Rising Sun;1;1;0.0;XB;2003.0;Shooter;Electronic Arts;0.76;0.36;0.0;0.05;1.17;Medal of Honor
Medal of Honor: Rising Sun;1;1;0.0;GC;2003.0;Shooter;Electronic Arts;0.33;0.09;0.0;0.01;0.42;Medal of Honor
Kirby's Dream Land;0;1;0.0;GB;1992.0;Platform;Nintendo;2.71;0.61;1.7;0.11;5.13;Kirby
Fable III;1;1;0.0;X360;2010.0;Role-Playing;Microsoft Game Studios;3.59;1.11;0.05;0.38;5.13;Fable
Fable III;1;1;0.0;PC;2011.0;Role-Playing;Microsoft Game Studios;0.09;0.17;0.0;0.05;0.32;Fable
Guitar Hero II;1;1;0.0;PS2;2006.0;Misc;RedOctane;3.81;0.63;0.0;0.68;5.12;Guitar Hero
Guitar Hero II;1;1;0.0;X360;2007.0;Misc;Activision;2.01;0.02;0.0;0.17;2.2;Guitar Hero
Resident Evil 5;1;1;1.0;PS3;2009.0;Action;Capcom;1.96;1.43;1.08;0.65;5.11;Resident Evil
Resident Evil 5;1;1;1.0;X360;2009.0;Action;Capcom;2.11;0.94;0.12;0.34;3.51;Resident Evil
Resident Evil 5;1;1;1.0;PC;2009.0;Action;Capcom;0.01;0.04;0.0;0.01;0.07;Resident Evil
Grand Theft Auto: Vice City Stories;1;1;1.0;PSP;2006.0;Action;Take-Two Interactive;1.7;2.02;0.16;1.21;5.08;Grand Theft Auto
Grand Theft Auto: Vice City Stories;1;1;1.0;PS2;2007.0;Action;Take-Two Interactive;0.78;0.03;0.03;0.13;0.97;Grand Theft Auto
Tony Hawk's Pro Skater;1;1;0.0;PS;1999.0;Sports;Activision;3.42;1.38;0.02;0.2;5.02;Tony Hawk's
Tony Hawk's Pro Skater;1;1;0.0;N64;2000.0;Sports;Activision;1.68;0.4;0.0;0.03;2.11;Tony Hawk's
Tony Hawk's Pro Skater;1;1;0.0;GB;2000.0;Sports;Activision;0.9;0.38;0.01;0.05;1.33;Tony Hawk's
Warzone 2100;1;0;0.0;PS;1999.0;Strategy;Eidos Interactive;2.79;1.89;0.0;0.33;5.01;NO FRANCHISE
Spyro the Dragon;0;1;0.0;PS;1998.0;Platform;Sony Computer Entertainment;3.36;1.36;0.07;0.21;5.0;Spyro
Link's Crossbow Training;1;1;0.0;Wii;2007.0;Shooter;Nintendo;3.06;1.18;0.29;0.46;5.0;The Legend of Zelda
Guitar Hero III: Legends of Rock;1;1;0.0;PS2;2007.0;Misc;Activision;3.49;0.01;0.01;1.48;4.98;Guitar Hero
Guitar Hero III: Legends of Rock;1;1;0.0;Wii;2007.0;Misc;Activision;3.06;1.12;0.0;0.44;4.62;Guitar Hero
Guitar Hero III: Legends of Rock;1;1;0.0;X360;2007.0;Misc;Activision;3.19;0.92;0.01;0.42;4.53;Guitar Hero
Guitar Hero III: Legends of Rock;1;1;0.0;PS3;2007.0;Misc;Activision;1.4;0.54;0.02;0.3;2.26;Guitar Hero
Guitar Hero III: Legends of Rock;1;1;0.0;PC;2007.0;Misc;Aspyr;0.01;0.0;0.0;0.0;0.01;Guitar Hero
Fallout 3;0;1;1.0;X360;2008.0;Role-Playing;Bethesda Softworks;3.39;1.03;0.09;0.44;4.96;Fallout
Fallout 3;0;1;1.0;PS3;2008.0;Role-Playing;Bethesda Softworks;2.15;1.2;0.07;0.59;4.01;Fallout
Fallout 3;0;1;1.0;PC;2008.0;Role-Playing;Bethesda Softworks;0.02;0.88;0.0;0.08;0.99;Fallout
Uncharted: Drake's Fortune;0;1;1.0;PS3;2007.0;Action;Sony Computer Entertainment;2.31;1.73;0.12;0.78;4.94;Uncharted
Madden NFL 06;1;1;1.0;PS2;2005.0;Sports;Electronic Arts;3.98;0.26;0.01;0.66;4.91;Madden NFL
Madden NFL 06;1;1;1.0;XB;2005.0;Sports;Electronic Arts;1.75;0.03;0.0;0.08;1.86;Madden NFL
Madden NFL 06;1;1;1.0;PSP;2005.0;Sports;Electronic Arts;0.69;0.0;0.0;0.06;0.75;Madden NFL
Madden NFL 06;1;1;1.0;GC;2005.0;Sports;Electronic Arts;0.44;0.11;0.0;0.02;0.57;Madden NFL
Madden NFL 06;1;1;1.0;GBA;2005.0;Sports;Electronic Arts;0.17;0.06;0.0;0.0;0.23;Madden NFL
Madden NFL 06;1;1;1.0;DS;2005.0;Sports;Electronic Arts;0.11;0.0;0.0;0.01;0.12;Madden NFL
Diddy Kong Racing;1;1;0.0;N64;1997.0;Racing;Nintendo;2.91;0.99;0.89;0.1;4.88;Donkey Kong
Monster Hunter Freedom 3;1;1;0.0;PSP;2010.0;Role-Playing;Capcom;0.0;0.0;4.87;0.0;4.87;Monster Hunter
God of War III;0;1;1.0;PS3;2010.0;Action;Sony Computer Entertainment;2.74;1.36;0.12;0.63;4.84;God of War
God of War III;0;1;1.0;PS4;2015.0;Action;Sony Computer Entertainment;0.23;0.29;0.01;0.1;0.63;God of War
StarCraft II: Wings of Liberty;1;1;0.0;PC;2010.0;Strategy;Activision;2.56;1.68;0.0;0.59;4.83;StarCraft
Crash Team Racing;1;1;0.0;PS;1999.0;Racing;Sony Computer Entertainment;2.57;1.57;0.44;0.21;4.79;Crash Bandicoot
FIFA 17;1;1;0.0;PS4;2016.0;Sports;Electronic Arts;0.28;3.75;0.06;0.69;4.77;NO FRANCHISE
FIFA 17;1;1;0.0;XOne;2016.0;Sports;Electronic Arts;0.17;1.26;0.0;0.1;1.53;NO FRANCHISE
FIFA 17;1;1;0.0;PS3;2016.0;Sports;Electronic Arts;0.02;0.29;0.01;0.05;0.38;NO FRANCHISE
FIFA 17;1;1;0.0;X360;2016.0;Sports;Electronic Arts;0.03;0.13;0.0;0.01;0.18;NO FRANCHISE
FIFA 17;1;1;0.0;PC;2016.0;Sports;Electronic Arts;0.0;0.05;0.0;0.0;0.05;NO FRANCHISE
Driver 2;1;1;0.0;PS;2000.0;Action;Atari;2.36;2.1;0.02;0.25;4.73;Driver
The Simpsons: Hit & Run;1;1;0.0;PS2;2003.0;Racing;Vivendi Games;1.73;2.19;0.0;0.79;4.7;NO FRANCHISE
The Simpsons: Hit & Run;1;1;0.0;XB;2003.0;Racing;Vivendi Games;0.7;0.58;0.0;0.07;1.35;NO FRANCHISE
The Simpsons: Hit & Run;1;1;0.0;GC;2003.0;Racing;Vivendi Games;0.77;0.2;0.0;0.03;0.99;NO FRANCHISE
Tony Hawk's Pro Skater 2;1;1;1.0;PS;2000.0;Sports;Activision;3.05;1.41;0.02;0.2;4.68;Tony Hawk's
Tony Hawk's Pro Skater 2;1;1;1.0;GBA;2001.0;Sports;Activision;0.85;0.31;0.0;0.02;1.18;Tony Hawk's
Tony Hawk's Pro Skater 2;1;1;1.0;N64;2001.0;Sports;Activision;0.59;0.16;0.0;0.01;0.76;Tony Hawk's
Animal Crossing: City Folk;1;1;0.0;Wii;2008.0;Simulation;Nintendo;1.87;1.12;1.32;0.37;4.68;Animal Crossing
Forza Motorsport 4;1;1;0.0;X360;2011.0;Racing;Microsoft Game Studios;2.08;2.04;0.06;0.47;4.64;Forza
The Legend of Zelda: A Link to the Past;0;1;0.0;SNES;1991.0;Action;Nintendo;2.42;0.91;1.15;0.13;4.61;The Legend of Zelda
The Legend of Zelda: A Link to the Past;0;1;0.0;GBA;2002.0;Action;Nintendo;1.75;0.52;0.33;0.1;2.7;The Legend of Zelda
The Legend of Zelda: The Wind Waker;1;1;0.0;GC;2002.0;Action;Nintendo;2.6;0.99;0.89;0.13;4.6;The Legend of Zelda
The Legend of Zelda: The Wind Waker;1;1;0.0;WiiU;2013.0;Action;Nintendo;0.93;0.57;0.14;0.13;1.77;The Legend of Zelda
Mario & Sonic at the Olympic Winter Games;1;1;0.0;Wii;2009.0;Sports;Sega;1.89;1.99;0.22;0.48;4.58;Mario & Sonic at the Olympic Games
Mario & Sonic at the Olympic Winter Games;1;1;0.0;DS;2009.0;Sports;Sega;1.22;1.66;0.27;0.38;3.52;Mario & Sonic at the Olympic Games
Luigi's Mansion: Dark Moon;1;1;0.0;3DS;2013.0;Action;Nintendo;1.78;1.39;1.1;0.3;4.58;Luigi
Splatoon;1;1;0.0;WiiU;2015.0;Shooter;Nintendo;1.55;1.15;1.44;0.43;4.57;Splatoon
Madden NFL 2005;1;1;0.0;PS2;2004.0;Sports;Electronic Arts;4.18;0.26;0.01;0.08;4.53;Madden NFL
Madden NFL 2005;1;1;0.0;XB;2004.0;Sports;Electronic Arts;1.61;0.03;0.0;0.08;1.72;Madden NFL
Madden NFL 2005;1;1;0.0;GC;2004.0;Sports;Electronic Arts;0.54;0.14;0.0;0.02;0.7;Madden NFL
Madden NFL 2005;1;1;0.0;GBA;2004.0;Sports;Electronic Arts;0.28;0.1;0.0;0.01;0.39;Madden NFL
Madden NFL 2005;1;1;0.0;DS;2004.0;Sports;Electronic Arts;0.24;0.0;0.0;0.02;0.26;Madden NFL
Pitfall!;0;1;0.0;2600;1981.0;Platform;Activision;4.21;0.24;0.0;0.05;4.5;NO FRANCHISE
Madden NFL 07;1;1;1.0;PS2;2006.0;Sports;Electronic Arts;3.63;0.24;0.01;0.61;4.49;Madden NFL
Madden NFL 07;1;1;1.0;X360;2006.0;Sports;Electronic Arts;1.66;0.0;0.01;0.13;1.8;Madden NFL
Madden NFL 07;1;1;1.0;XB;2006.0;Sports;Electronic Arts;0.97;0.03;0.0;0.03;1.02;Madden NFL
Madden NFL 07;1;1;1.0;GC;2006.0;Sports;Electronic Arts;0.48;0.13;0.0;0.02;0.62;Madden NFL
Madden NFL 07;1;1;1.0;PS3;2006.0;Sports;Electronic Arts;0.47;0.0;0.01;0.04;0.52;Madden NFL
Madden NFL 07;1;1;1.0;Wii;2006.0;Sports;Electronic Arts;0.46;0.0;0.0;0.04;0.5;Madden NFL
Madden NFL 07;1;1;1.0;DS;2006.0;Sports;Electronic Arts;0.2;0.0;0.0;0.02;0.22;Madden NFL
Madden NFL 07;1;1;1.0;GBA;2006.0;Sports;Electronic Arts;0.02;0.01;0.0;0.0;0.03;Madden NFL
Spider-Man: The Movie;0;1;0.0;PS2;2002.0;Action;Activision;2.71;1.51;0.03;0.23;4.48;NO FRANCHISE
Spider-Man: The Movie;0;1;0.0;XB;2002.0;Action;Activision;1.07;0.28;0.0;0.05;1.4;NO FRANCHISE
Spider-Man: The Movie;0;1;0.0;GBA;2002.0;Action;Activision;0.92;0.35;0.01;0.05;1.33;NO FRANCHISE
Spider-Man: The Movie;0;1;0.0;GC;2002.0;Action;Activision;0.86;0.27;0.01;0.04;1.19;NO FRANCHISE
Dragon Quest VII: Warriors of Eden;0;1;0.0;PS;2000.0;Role-Playing;Enix Corporation;0.2;0.14;4.1;0.02;4.47;Dragon Quest
Dragon Quest VII: Warriors of Eden;0;1;0.0;3DS;2013.0;Role-Playing;Square Enix;0.07;0.04;1.3;0.01;1.42;Dragon Quest
Uncharted: The Nathan Drake Collection;0;1;0.0;PS4;2015.0;Action;Sony Computer Entertainment;1.96;1.69;0.08;0.74;4.47;Uncharted
Nintendo Land;1;1;0.0;WiiU;2012.0;Misc;Nintendo;2.55;1.11;0.46;0.33;4.44;NO FRANCHISE
Michael Jackson: The Experience;1;1;0.0;Wii;2010.0;Misc;Ubisoft;2.67;1.35;0.01;0.39;4.42;NO FRANCHISE
Michael Jackson: The Experience;1;1;0.0;X360;2011.0;Misc;Ubisoft;0.62;0.2;0.0;0.07;0.88;NO FRANCHISE
Michael Jackson: The Experience;1;1;0.0;PS3;2011.0;Misc;Ubisoft;0.25;0.2;0.0;0.08;0.54;NO FRANCHISE
Michael Jackson: The Experience;1;1;0.0;DS;2010.0;Misc;Ubisoft;0.22;0.03;0.0;0.02;0.26;NO FRANCHISE
Michael Jackson: The Experience;1;1;0.0;PSP;2010.0;Misc;Ubisoft;0.11;0.03;0.0;0.02;0.16;NO FRANCHISE
Michael Jackson: The Experience;1;1;0.0;PSV;2011.0;Misc;Ubisoft;0.05;0.04;0.0;0.02;0.11;NO FRANCHISE
Tony Hawk's Pro Skater 3;1;1;1.0;PS2;2001.0;Sports;Activision;2.66;1.29;0.01;0.46;4.41;Tony Hawk's
Tony Hawk's Pro Skater 3;1;1;1.0;PS;2001.0;Sports;Activision;1.09;0.49;0.02;0.07;1.67;Tony Hawk's
Tony Hawk's Pro Skater 3;1;1;1.0;GC;2001.0;Sports;Activision;0.64;0.17;0.0;0.02;0.82;Tony Hawk's
Tony Hawk's Pro Skater 3;1;1;1.0;XB;2002.0;Sports;Activision;0.34;0.18;0.0;0.02;0.55;Tony Hawk's
Tony Hawk's Pro Skater 3;1;1;1.0;GBA;2002.0;Sports;Activision;0.37;0.14;0.0;0.01;0.52;Tony Hawk's
Tony Hawk's Pro Skater 3;1;1;1.0;N64;2002.0;Sports;Activision;0.06;0.02;0.0;0.0;0.08;Tony Hawk's
Winning Eleven: Pro Evolution Soccer 2007;1;1;0.0;PS2;2006.0;Sports;Konami Digital Entertainment;0.1;2.39;1.05;0.86;4.39;Pro Evolution Soccer
Winning Eleven: Pro Evolution Soccer 2007;1;1;0.0;PSP;2006.0;Sports;Konami Digital Entertainment;0.01;0.72;0.12;0.01;0.86;Pro Evolution Soccer
Winning Eleven: Pro Evolution Soccer 2007;1;1;0.0;DS;2006.0;Sports;Konami Digital Entertainment;0.0;0.0;0.17;0.0;0.17;Pro Evolution Soccer
Winning Eleven: Pro Evolution Soccer 2007;1;1;0.0;X360;2006.0;Sports;Konami Digital Entertainment;0.09;0.0;0.0;0.01;0.1;Pro Evolution Soccer
Winning Eleven: Pro Evolution Soccer 2007;1;1;0.0;PC;2006.0;Sports;Konami Digital Entertainment;0.0;0.01;0.0;0.0;0.01;Pro Evolution Soccer
The Elder Scrolls IV: Oblivion;0;1;0.0;X360;2006.0;Role-Playing;Take-Two Interactive;2.82;1.05;0.13;0.4;4.39;The Elder Scrolls
The Elder Scrolls IV: Oblivion;0;1;0.0;PS3;2007.0;Role-Playing;Ubisoft;1.69;0.87;0.14;0.42;3.12;The Elder Scrolls
The Elder Scrolls IV: Oblivion;0;1;0.0;PC;2006.0;Role-Playing;Take-Two Interactive;0.01;0.2;0.0;0.05;0.26;The Elder Scrolls
Zelda II: The Adventure of Link;0;1;0.0;NES;1987.0;Adventure;Nintendo;2.19;0.5;1.61;0.08;4.38;The Legend of Zelda
Resistance: Fall of Man;1;1;0.0;PS3;2006.0;Shooter;Sony Computer Entertainment;1.73;1.73;0.14;0.75;4.35;Resistance
Sonic the Hedgehog;1;0;0.0;GEN;1991.0;Platform;Sega;3.03;0.91;0.26;0.13;4.34;Sonic the Hedgehog
Sonic the Hedgehog;1;0;0.0;PS3;2006.0;Platform;Sega;0.41;0.07;0.04;0.66;1.18;Sonic the Hedgehog
Sonic the Hedgehog;1;0;0.0;X360;2006.0;Platform;Sega;0.44;0.49;0.0;0.11;1.05;Sonic the Hedgehog
Kingdom Hearts II;0;1;0.0;PS2;2005.0;Role-Playing;Square Enix;2.2;0.58;1.38;0.17;4.33;Kingdom Hearts
Kingdom Hearts II;0;1;0.0;PS3;2014.0;Role-Playing;Square Enix;0.52;0.43;0.18;0.19;1.32;Kingdom Hearts
Fable II;1;1;1.0;X360;2008.0;Role-Playing;Microsoft Game Studios;2.51;1.27;0.11;0.41;4.31;Fable
Halo 5: Guardians;1;1;1.0;XOne;2015.0;Shooter;Microsoft Game Studios;2.64;1.2;0.03;0.39;4.26;Halo
Super Mario 3D World;1;1;1.0;WiiU;2013.0;Platform;Nintendo;2.11;1.11;0.72;0.3;4.25;Super Mario
Batman: Arkham Asylum;0;1;1.0;PS3;2009.0;Action;Eidos Interactive;2.23;1.34;0.07;0.61;4.25;Batman: Arkham
Batman: Arkham Asylum;0;1;1.0;X360;2009.0;Action;Eidos Interactive;2.2;0.97;0.02;0.31;3.5;Batman: Arkham
Batman: Arkham Asylum;0;1;1.0;PC;2009.0;Action;Eidos Interactive;0.0;0.27;0.0;0.05;0.32;Batman: Arkham
Assassin's Creed: Revelations;1;1;0.0;PS3;2011.0;Action;Ubisoft;1.41;2.02;0.1;0.72;4.24;Assassin's Creed
Assassin's Creed: Revelations;1;1;0.0;X360;2011.0;Action;Ubisoft;2.25;1.47;0.04;0.43;4.19;Assassin's Creed
Assassin's Creed: Revelations;1;1;0.0;PC;2011.0;Action;Ubisoft;0.14;0.48;0.0;0.14;0.76;Assassin's Creed
Namco Museum;1;1;0.0;GBA;2001.0;Misc;Namco Bandai Games;3.0;1.11;0.05;0.07;4.24;Namco Museum Vol. 1
Namco Museum;1;1;0.0;PS2;2001.0;Misc;Namco Bandai Games;1.73;0.07;0.0;0.02;1.82;Namco Museum Vol. 1
Namco Museum;1;1;0.0;GC;2002.0;Misc;Namco Bandai Games;0.48;0.13;0.0;0.02;0.63;Namco Museum Vol. 1
Metal Gear Solid 3: Snake Eater;0;1;1.0;PS2;2004.0;Action;Konami Digital Entertainment;1.46;0.0;0.83;1.93;4.23;Metal Gear
Warcraft II: Tides of Darkness;1;1;0.0;PC;1995.0;Strategy;Activision;1.7;2.27;0.0;0.23;4.21;Warcraft
FIFA Soccer 06;1;1;0.0;PS2;2005.0;Sports;Electronic Arts;0.78;2.55;0.04;0.84;4.21;FIFA
FIFA Soccer 06;1;1;0.0;XB;2005.0;Sports;Electronic Arts;0.29;0.38;0.0;0.01;0.68;FIFA
