Name,multiplayer_x,singleplayer_x,awarded,viewconut,likecount,commentcount,Genre__Action-Adventure,Genre__Adventure,Genre__Board+Game,Genre__Education,Genre__Fighting,Genre__MMO,Genre__Misc,Genre__Music,Genre__Party,Genre__Platform,Genre__Puzzle,Genre__Racing,Genre__Role-Playing,Genre__Shooter,Genre__Simulation,Genre__Sports,Genre__Strategy,Genre__Visual+Novel,Meta_Critic_Score,Meta_User_Score,N_Critic_Reviews,N_User_Reviews,Platform_PC,Platform_N64,Platform_PlayStation,Platform_DC,Platform_PS2,Platform_XB,Platform_GBA,Platform_GC,Platform_NDS,Platform_X360,Platform_PSP,Platform_NWii,Platform_PS3,Platform_3DS,Platform_PSV,Platform_WiiU,Platform_PS4,Platform_XOne,Platform_NS,Platform_PS5,Platform_XS,Platform_ST,Publisher_class,Developer_class,IP_class,Sales_label_q4,Sales_label_q10
Devil May Cry 3: Dante's Awakening,1,1,0.0,38597.0,358.0,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,9.1,60,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,8
NBA 2K11,1,1,0.0,1139930.0,2833.0,2021.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.0,8.15,96,75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,9
Metal Gear Solid: Peace Walker,1,1,1.0,1232132.0,6586.0,2756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,8.7,66,106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
World of Warcraft: Cataclysm,1,0,0.0,226421.0,1027.0,909.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,5.8,53,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
Tetris Worlds,1,1,0.0,2860.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52.25,6.025,37,23,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,9
Mario Party 5,1,1,0.0,17560.0,235.0,41.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.0,7.7,33,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
Kingdom Hearts: Birth by Sleep,1,1,0.0,777712.0,3317.0,2395.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.0,8.6,62,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
Dark Souls,1,1,1.0,1544466.0,9284.0,6870.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89.0,8.8,120,903,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,8
Tom Clancy's Splinter Cell: Conviction,1,1,0.0,1325894.0,6301.0,3925.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,6.6,110,238,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
R4: Ridge Racer Type 4,1,1,0.0,195.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.0,8.6,18,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,8
SoulCalibur II,1,1,0.0,23748.0,191.0,59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92.33333333333331,8.8,125,160,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9
Mario & Luigi: Dream Team,0,1,0.0,23897.0,414.0,415.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.0,8.2,75,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,3,8
Sonic Mega Collection,1,1,0.0,256402.0,2260.0,699.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75.0,8.5,26,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Kingdom Hearts 358/2 Days,1,1,0.0,313612.0,1689.0,1195.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75.0,8.3,53,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
Dance Central 2,1,1,0.0,108028.0,634.0,259.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86.0,8.2,56,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Rayman Raving Rabbids: TV Party,1,1,0.0,34174.0,163.0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73.0,7.2,24,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,3,8
Peter Jackson's King Kong: The Official Game of the Movie,1,1,1.0,97190.0,959.0,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.33333333333333,7.666666666666667,208,83,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,9
NBA Live 2004,1,1,0.0,1882.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.75,8.1,65,61,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
Call of Duty 2,1,1,0.0,47559.0,492.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.5,8.35,129,269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
Forza Horizon,1,1,0.0,1971700.0,52064.0,3848.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85.0,8.5,83,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8
Fire Emblem: Awakening,1,1,1.0,797872.0,7319.0,3053.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0,9.0,72,320,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,3,8
Tenchu: Stealth Assassins,0,1,0.0,227751.0,815.0,318.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,8.7,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,8
Dragon Age: Inquisition,1,1,1.0,2818031.0,19217.0,4087.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86.33333333333333,6.833333333333333,116,2224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,2,3,9
Sonic Classic Collection,0,1,0.0,184478.0,2635.0,567.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.0,7.6,24,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Spyro: Enter the Dragonfly,0,1,0.0,220.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.0,4.8,33,62,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,8
Devil May Cry 2,0,1,0.0,38543.0,439.0,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,7.15,48,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,3,8
Burnout Paradise,1,1,1.0,311596.0,1982.0,628.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.5,7.4,123,246,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,3,9
BioShock Infinite,0,1,1.0,1195506.0,11791.0,6266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.66666666666669,8.533333333333333,128,2613,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,9
Hot Shots Golf: Open Tee,1,1,0.0,1801.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.0,8.5,57,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
Tom Clancy's Rainbow Six: Vegas,1,1,0.0,100174.0,692.0,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.0,7.6,22,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,9
Crash Nitro Kart,1,1,0.0,631177.0,7361.0,2064.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68.33333333333333,7.733333333333334,48,45,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,8
NBA Street Vol. 2,1,1,0.0,132814.0,615.0,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.0,8.333333333333334,69,61,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Def Jam Vendetta,1,1,0.0,1895.0,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5,8.5,55,33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
Dragon Ball Z: Budokai 3,1,0,0.0,45898.0,436.0,177.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,8.8,32,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,8
X-Men Legends,1,1,0.0,1328.0,12.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80.66666666666667,8.233333333333333,147,31,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,9
Mario Super Sluggers,1,1,0.0,20262.0,123.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69.0,7.9,31,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
The Sims: Makin' Magic,0,1,0.0,4357.0,20.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,7.8,22,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
MX Unleashed,1,1,0.0,204.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.5,8.399999999999999,36,43,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
Mario Party 3,1,1,1.0,9909.0,199.0,52.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.0,8.2,12,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
Game Party 2,1,1,0.0,837966.0,13290.0,825.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0,5.8,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
Destiny: The Taken King,1,0,1.0,304690.0,4185.0,1183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.5,5.75,93,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,2,3,9
LEGO Star Wars III: The Clone Wars,1,1,0.0,673857.0,1706.0,433.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.66666666666667,7.399999999999999,133,55,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,3,3,3,9
Star Wars Rogue Leader: Rogue Squadron II,0,1,0.0,120281.0,1868.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.0,8.5,45,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,8
Max Payne 3,1,1,1.0,1740159.0,15986.0,7173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86.66666666666667,7.866666666666667,141,1111,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,9
Ratchet & Clank Future: A Crack in Time,0,1,0.0,462901.0,2864.0,1563.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.0,8.8,85,103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,3,8
Mortal Kombat: Deception,1,1,0.0,48948.0,466.0,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.66666666666667,8.433333333333332,110,54,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
Star Fox Adventures,0,1,0.0,25233.0,165.0,93.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,7.9,39,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,8
Dynasty Warriors 3,1,1,1.0,126722.0,528.0,1575.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,8.8,28,63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
The Legend of Dragoon,0,1,0.0,461.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.0,8.9,12,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
Turok 2: Seeds of Evil,1,1,0.0,216006.0,1143.0,346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86.0,8.2,14,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,8
LittleBigPlanet 3,1,1,0.0,419882.0,2983.0,1986.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.0,7.1,78,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,3,8
NBA Live 2002,1,1,0.0,1813.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73.0,7.3,31,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
Chrono Cross,0,1,0.0,34900.0,550.0,208.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.0,8.8,16,122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,8
Mario Party: Island Tour,1,1,0.0,123302.0,1271.0,408.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57.0,6.0,47,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,3,8
Jak 3,0,1,0.0,74957.0,703.0,242.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.0,8.7,55,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
Rayman Raving Rabbids 2,1,1,0.0,34174.0,163.0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.0,7.35,33,53,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
Kingdom Hearts: Chain of Memories,1,1,0.0,17974.0,66.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76.0,8.6,37,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
Demon's Souls,1,1,1.0,906372.0,17053.0,1786.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.5,8.35,187,1553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,3,3,8
NCAA Football 06,1,1,0.0,17841.0,124.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87.0,8.15,63,36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
"Hey You, Pikachu!",0,1,0.0,2225849.0,27660.0,5018.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.0,6.4,12,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
World of Warcraft: Mists of Pandaria,1,0,0.0,369336.0,1829.0,1273.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.0,5.8,42,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
Just Cause 3,0,1,1.0,684583.0,6739.0,1022.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.66666666666667,6.366666666666667,120,468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,3,8
Secret of Mana,1,1,0.0,352403.0,2842.0,823.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.0,6.0,60,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,3,8
The Orange Box,1,1,1.0,587984.0,3967.0,2222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.66666666666669,8.8,109,544,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,3,8
Kirby: Triple Deluxe,1,1,0.0,150907.0,867.0,1853.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.0,8.6,68,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,3,8
Sonic & Knuckles,1,1,0.0,81338.0,2994.0,395.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.0,7.7,14,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
The Sims: Hot Date,0,1,0.0,874188.0,1251.0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.0,7.8,17,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
Metroid Prime 3: Corruption,0,1,0.0,262536.0,1479.0,389.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,8.8,62,140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
Dragon Quest VI: Realms of Revelation,0,1,0.0,188250.0,737.0,479.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78.0,8.4,41,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
The Evil Within,0,1,0.0,1417154.0,12367.0,3961.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,7.5,107,812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,3,9
Sly 2: Band of Thieves,0,1,0.0,81228.0,920.0,121.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.0,9.0,64,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
Sonic Advance 2,1,1,0.0,141.0,3.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.0,8.0,23,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
Beyond: Two Souls,1,1,1.0,568576.0,4375.0,6031.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.66666666666667,7.866666666666667,143,865,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,3,3,8
Midnight Club II,1,1,0.0,944.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.0,7.899999999999999,89,61,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,8
Dragon Quest Monsters: Joker,1,1,0.0,25888.0,280.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75.0,7.2,30,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
The Getaway: Black Monday,0,1,0.0,5868.0,16.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,7.8,53,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
Just Cause 2,1,1,0.0,1594921.0,8938.0,4008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.66666666666667,7.866666666666667,173,379,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,3,9
Dragon's Dogma,1,1,0.0,956468.0,4426.0,3483.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76.5,8.15,97,271,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,3,8
50 Cent: Bulletproof,1,1,0.0,61374.0,552.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,6.1,35,47,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8
Wii Party U,1,1,0.0,19924.0,207.0,58.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65.0,7.0,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,3,8
Final Fantasy II,0,1,0.0,408093.0,2321.0,1934.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.0,6.9,31,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
Kirby 64: The Crystal Shards,1,1,0.0,17.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77.0,8.2,22,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
Dead or Alive 3,1,1,0.0,30036.0,189.0,48.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,8.6,35,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
The Urbz: Sims in the City,1,1,0.0,45501.0,284.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.0,7.775,99,35,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
Star Wars: Starfighter,1,1,0.0,44.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77.5,7.3,41,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,8
Cooking Mama 3: Shop & Chop,1,1,0.0,304429.0,4341.0,618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65.0,5.9,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,8
Xenosaga Episode I: Der Wille zur Macht,0,1,0.0,38.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.0,8.5,35,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,8
The Beatles: Rock Band,1,1,0.0,550180.0,2181.0,749.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88.66666666666667,8.0,161,60,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,2,3,9
Forza Motorsport 6,1,1,1.0,511635.0,5635.0,1145.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.0,7.7,86,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,3,8
Sonic Colors,1,1,0.0,376994.0,8661.0,853.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.5,8.15,84,216,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
Uncharted: Golden Abyss,0,1,1.0,481529.0,4337.0,1514.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,7.5,80,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,3,7
SSX Tricky,1,1,0.0,512698.0,4389.0,2829.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.0,8.533333333333333,75,41,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,8
Crash Bandicoot: The Huge Adventure,0,1,0.0,721.0,4.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.0,7.8,18,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,8
Dishonored,0,1,1.0,1674979.0,13298.0,5287.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.33333333333333,8.1,120,1204,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,3,9
The Order: 1886,0,1,0.0,1049480.0,9580.0,5361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63.0,6.7,95,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,3,7
The Elder Scrolls Online,1,0,0.0,672999.0,4924.0,1643.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71.0,5.7,64,885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,6
Ace Combat 5: The Unsung War,0,1,0.0,316880.0,3690.0,759.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84.0,8.9,57,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
We Ski,1,1,0.0,17073.0,65.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67.0,8.1,32,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
